"TOA5","CR300Series_422","CR300","27031","CR300-RF407.Std.10.04","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-06-17 16:00:00",1392,13.12,27.88,0.22004,0.35578,0.28098,0.37903,93.423,89.254,24.828,0.347,25.152,24.743,0.262,25.003,24.474,0.336,24.798,24.405,0.23,24.632,72.895,61.511,0.53752,0.56156,0.5596,0.53426,84.647,78.382,24.218,0.406,24.61,24.184,0.232,24.413,23.703,0.389,24.087,23.662,0.228,23.881,65.536,55.727
"2025-06-17 16:30:00",1393,13.1,27.66,0.20634,0.4182,0.29944,0.45236,109.844,93.234,25.081,0.398,25.435,24.935,0.295,25.223,24.57,0.371,24.924,24.491,0.236,24.724,85.084,60.757,0.49513,0.60067,0.51218,0.59197,81.436,81.247,24.6,0.499,25.084,24.534,0.299,24.829,23.855,0.432,24.278,23.797,0.239,24.029,74.221,55.802
"2025-06-17 17:00:00",1394,13.09,28.24,0.22399,0.3625,0.27636,0.37857,87.316,85.635,25.15,0.323,25.454,25.062,0.245,25.305,24.805,0.33,25.124,24.731,0.226,24.953,73.258,61.377,0.5796,0.5596,0.60076,0.5275,83.563,78.059,24.511,0.403,24.902,24.47,0.221,24.689,23.999,0.383,24.377,23.951,0.226,24.167,63.444,56.166
"2025-06-17 17:30:00",1395,13.08,27.98,0.1514,0.31414,0.21252,0.33527,90.995,85.832,25.167,0.329,25.473,25.065,0.266,25.328,24.829,0.33,25.148,24.762,0.236,24.995,75.941,61.57,0.48832,0.52226,0.537,0.50571,90.952,80.64,24.62,0.426,25.016,24.575,0.249,24.818,24.065,0.388,24.446,24.022,0.234,24.248,79.945,56.473
"2025-06-17 18:00:00",1396,13.08,28.71,0.20449,0.3327,0.24412,0.3536,97.466,86.58,25.353,0.337,25.672,25.261,0.264,25.521,25.007,0.329,25.325,24.937,0.231,25.165,74.199,61.073,0.54905,0.57854,0.57725,0.55072,95.47,79.08,24.759,0.415,25.159,24.706,0.233,24.937,24.212,0.392,24.599,24.164,0.226,24.381,66.996,54.403
"2025-06-17 18:30:00",1397,13.07,28.7,0.16586,0.292,0.21222,0.30785,84.7,84.265,25.382,0.319,25.683,25.312,0.258,25.567,25.104,0.317,25.412,25.043,0.233,25.273,75.866,60.999,0.53748,0.5371,0.55518,0.51438,84.696,78.433,24.743,0.392,25.123,24.708,0.225,24.93,24.277,0.378,24.65,24.24,0.226,24.458,65.084,55.024
"2025-06-17 19:00:00",1398,13.06,28.26,0.0486,0.14884,0.1042,0.16512,95.409,83.029,25.172,0.293,25.446,25.125,0.264,25.386,25.034,0.289,25.316,24.994,0.245,25.237,78.861,63.494,0.40402,0.4112,0.43162,0.39269,85.757,77.216,24.554,0.368,24.909,24.546,0.239,24.783,24.226,0.351,24.573,24.21,0.237,24.44,69.689,58.368
"2025-06-17 19:30:00",1399,13.06,27.71,-0.00733,0.06348,0.07254,0.06655,96.029,80.666,24.703,0.3,24.976,24.719,0.279,24.994,24.821,0.264,25.081,24.814,0.247,25.058,79.484,64.617,0.27924,0.2866,0.30512,0.27212,82.544,74.761,24.204,0.327,24.52,24.223,0.241,24.462,24.069,0.319,24.386,24.077,0.243,24.315,72.042,60.717
