"TOA5","CR300Series_421","CR300","27030","CR300-RF407.Std.10.03","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-06-17 15:30:00",1394,13.28,27.57,0.3035,0.61576,0.31201,0.57916,80.185,64.242,24.228,0.388,24.61,24.176,0.284,24.458,23.69,0.439,24.125,23.631,0.246,23.866,72.556,54.115,0.61982,0.39158,0.64948,0.40544,86.411,86.222,24.241,0.381,24.609,24.268,0.199,24.466,23.765,0.369,24.123,23.674,0.246,23.916,70.468,61.493
"2025-06-17 16:00:00",1395,13.25,26.58,0.21756,0.54309,0.2183,0.52031,75.819,62.877,24.289,0.362,24.647,24.219,0.291,24.507,23.771,0.424,24.191,23.716,0.252,23.96,72.193,55.249,0.55462,0.33413,0.58614,0.34667,88.043,85.343,24.247,0.363,24.597,24.275,0.202,24.476,23.824,0.355,24.169,23.733,0.251,23.98,71.345,61.868
"2025-06-17 16:30:00",1396,13.25,26.43,0.28014,0.58598,0.29511,0.55849,83.822,65.379,24.522,0.407,24.919,24.42,0.303,24.72,23.887,0.444,24.329,23.817,0.254,24.063,77.945,55,0.57278,0.39176,0.60738,0.40676,91.437,87.483,24.365,0.402,24.748,24.382,0.219,24.598,23.891,0.377,24.255,23.795,0.251,24.041,76.999,61.493
"2025-06-17 17:00:00",1397,13.24,26.86,0.27922,0.55843,0.28581,0.52922,76.446,62.252,24.548,0.358,24.901,24.511,0.269,24.778,24.047,0.421,24.463,23.991,0.248,24.229,70.318,56.124,0.54363,0.32428,0.57598,0.33417,86.865,84.668,24.49,0.354,24.831,24.516,0.199,24.714,24.065,0.352,24.408,23.97,0.252,24.218,69.411,61.186
"2025-06-17 17:30:00",1398,13.23,26.56,0.23105,0.51162,0.23527,0.49332,75.938,63.997,24.564,0.353,24.913,24.513,0.279,24.79,24.074,0.416,24.486,24.024,0.254,24.271,71.312,55.62,0.45411,0.28274,0.48656,0.29444,90.933,86.477,24.459,0.353,24.796,24.486,0.217,24.7,24.087,0.345,24.424,23.998,0.257,24.252,76.244,62.999
"2025-06-17 18:00:00",1399,13.23,26.77,0.22798,0.51326,0.23202,0.49094,78.875,62.685,24.701,0.367,25.064,24.629,0.291,24.918,24.204,0.415,24.615,24.143,0.254,24.389,74.249,55.807,0.48,0.30641,0.51647,0.32056,89.804,83.087,24.616,0.357,24.957,24.64,0.213,24.851,24.221,0.35,24.562,24.128,0.254,24.379,74.864,63.629
"2025-06-17 18:30:00",1400,13.22,26.75,0.20634,0.49204,0.21066,0.47395,74.993,61.553,24.724,0.358,25.078,24.675,0.29,24.963,24.268,0.408,24.672,24.218,0.254,24.465,72.867,55.427,0.43474,0.26985,0.46996,0.2818,90.816,82.845,24.671,0.344,25,24.698,0.215,24.911,24.303,0.342,24.637,24.211,0.258,24.466,74.872,62.881
"2025-06-17 19:00:00",1401,13.22,26.28,0.17261,0.38968,0.17449,0.38871,77.042,58.853,24.568,0.331,24.896,24.558,0.278,24.834,24.245,0.385,24.623,24.217,0.261,24.473,74.916,57.978,0.29774,0.19123,0.33134,0.19612,87.682,81.717,24.553,0.312,24.852,24.592,0.224,24.814,24.296,0.32,24.612,24.212,0.263,24.473,76.004,66.022
