"TOA5","CR200Series_304","CR2xx","","v05","Sapflux2sensor.","63887","Table2"
"TIMESTAMP","RECORD","BattV_Min","id","SDI1","SapFlwTot1","VhOut1","VhIn1","AlphaOut1","AlphaIn1","BetaOut1","BetaIn1","tMaxTout1","tMaxTin1"
"TS","RN","Volts","","","unit","unit","unit","unit","unit","unit","unit","unit","unit"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-05-15 10:00:00",1300,11.76222,304,1,-0.05,-0.67,-0.74,0,-0.06647,-0.06953,-0.15851,52.678,38.796
"2024-05-15 10:30:00",1301,12.72338,304,1,-0.042,-0.49,-0.7,-0.04459,-0.06243,-0.05489,-0.15307,53.082,38.945
"2024-05-15 11:00:00",1302,12.72254,304,1,-0.047,-0.6,-0.74,-0.05435,-0.06599,-0.06237,-0.15391,54.436,38.798
"2024-05-15 11:30:00",1303,12.72002,304,1,-0.046,-0.61,-0.68,-0.05447,-0.06119,-0.06247,-0.14999,55.545,39.176
"2024-05-15 12:00:00",1304,12.71498,304,1,-0.03,-0.25,-0.64,-0.02281,-0.05769,-0.03811,-0.15109,55.125,39.739
"2024-05-15 12:30:00",1305,12.69987,304,1,-0.022,-0.18,-0.5,-0.01713,-0.04481,-0.02657,-0.14597,52.689,38.958
"2024-05-15 13:00:00",1306,12.70155,304,1,-0.028,-0.24,-0.61,-0.02211,-0.05445,-0.03779,-0.15103,53.006,38.859
"2024-05-15 13:30:00",1307,12.70323,304,1,-0.028,-0.3,-0.51,-0.02725,-0.04607,-0.03837,-0.14131,54.97,39.328
"2024-05-15 14:00:00",1308,12.69903,304,1,-0.013,-0.04,-0.39,-0.00431,-0.03575,-0.01633,-0.13865,54.665,40.106
"2024-05-15 14:30:00",1309,12.68896,304,1,0,0.25,-0.32,0.02205,-0.02913,0.00417,-0.13531,53.614,39.305
