"TOA5","CR200Series_304","CR2xx","","v05","Sapflux2sensor.","63887","Table2"
"TIMESTAMP","RECORD","BattV_Min","id","SDI1","SapFlwTot1","VhOut1","VhIn1","AlphaOut1","AlphaIn1","BetaOut1","BetaIn1","tMaxTout1","tMaxTin1"
"TS","RN","Volts","","","unit","unit","unit","unit","unit","unit","unit","unit","unit"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-07-11 06:30:00",4029,12.62264,304,1,-0.029,-0.33,-0.53,-0.03021,-0.04753,-0.04465,-0.14767,55.098,38.033
"2024-07-11 07:00:00",4030,12.57647,304,1,-0.024,-0.22,-0.5,-0.02059,-0.04471,-0.03525,-0.14503,55.158,38.92
"2024-07-11 07:30:00",4031,12.61257,304,1,-0.014,-0.04,-0.42,-0.00465,-0.03779,-0.01777,-0.14321,55.062,38.824
"2024-07-11 08:00:00",4032,12.626,304,1,-0.02,-0.17,-0.44,-0.01617,-0.04019,-0.03343,-0.14349,55.053,39.384
"2024-07-11 08:30:00",4033,12.61509,304,1,-0.026,-0.28,-0.5,-0.02545,-0.04503,-0.04015,-0.14943,55.216,39.393
"2024-07-11 09:00:00",4034,12.626,304,1,-0.03,-0.34,-0.53,-0.03065,-0.04765,-0.04285,-0.15181,55.627,39.647
"2024-07-11 09:30:00",4035,12.62012,304,1,0.003,0.3,-0.31,0.02695,-0.02837,0.0087,-0.13971,56.611,38.719
"2024-07-11 10:00:00",4036,12.60753,304,1,0.048,1.14,0,0.10078,0,0.07278,-0.12789,56.399,39.904
"2024-07-11 10:30:00",4037,12.57899,304,1,0.062,1.39,0.11,0.12341,0.0095,0.09466,-0.12253,56.889,39.266
"2024-07-11 11:00:00",4038,12.62012,304,1,0.096,2.01,0.37,0.17814,0.033,0.14496,-0.11037,56.708,39.902
"2024-07-11 11:30:00",4039,12.61593,304,1,0.106,2.2,0.43,0.195,0.03762,0.1625,-0.10637,58.671,39.539
