"TOA5","CR300Series_422","CR300","27031","CR300-RF407.Std.10.04","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-05-19 20:00:00",0,13,27.56,0.88323,1.06085,0.78433,0.90685,69.132,63.726,25.198,0.39,25.585,24.921,0.178,25.081,24.683,0.421,25.099,24.416,0.17,24.56,51.112,42.972,1.0647,1.00887,0.96031,0.84727,64.808,68.666,25.494,0.499,25.987,25.427,0.191,25.597,25.144,0.462,25.602,25.153,0.198,25.32,51.019,45.265
"2025-05-19 20:30:00",1,13,27.29,0.78275,1.01715,0.7837,0.90519,79.001,68.627,24.611,0.462,25.066,24.534,0.211,24.742,24.398,0.45,24.846,24.342,0.182,24.504,64.713,44.648,1.12183,1.00549,1.05217,0.83707,66.628,68.209,25.162,0.484,25.641,25.115,0.169,25.271,24.954,0.455,25.405,24.974,0.197,25.139,55.625,43.799
"2025-05-19 21:00:00",2,13,27.66,0.66691,0.95505,0.66732,0.84347,82.432,69.321,24.437,0.421,24.85,24.37,0.216,24.582,24.328,0.437,24.762,24.284,0.188,24.451,57.7,45.087,0.99769,0.96123,0.97953,0.81363,69.612,68.916,24.899,0.522,25.417,24.889,0.196,25.08,24.762,0.458,25.217,24.792,0.203,24.966,59.113,45.765
"2025-05-19 21:30:00",3,13,27.35,0.59376,0.78407,0.58826,0.71003,79.5,69.622,24.359,0.407,24.761,24.305,0.226,24.527,24.266,0.417,24.68,24.227,0.205,24.416,62.477,47.876,1.09255,0.96175,1.03681,0.80761,68.648,68.71,24.618,0.502,25.113,24.626,0.178,24.792,24.568,0.453,25.018,24.606,0.202,24.778,55.876,46.076
"2025-05-19 22:00:00",4,13,27.13,0.57112,0.72693,0.55899,0.64107,80.23,68.862,24.046,0.397,24.439,23.986,0.227,24.208,24.122,0.393,24.513,24.079,0.207,24.268,59.731,48.859,0.99101,0.89935,0.94389,0.76086,68.452,71.043,24.28,0.496,24.773,24.296,0.193,24.479,24.332,0.443,24.772,24.375,0.207,24.554,55.678,46.131
"2025-05-19 22:30:00",5,13,26.88,0.5589,0.6434,0.55324,0.56566,75.834,69.186,23.824,0.353,24.172,23.763,0.203,23.962,23.963,0.375,24.336,23.921,0.213,24.117,59.058,48.682,0.96379,0.82223,0.93487,0.69788,72.633,72.191,24.02,0.489,24.505,24.033,0.192,24.218,24.128,0.424,24.549,24.169,0.211,24.354,58.594,48.032
"2025-05-19 23:00:00",6,12.99,26.12,0.407,0.4659,0.41152,0.404,77.482,68.103,23.51,0.329,23.833,23.444,0.218,23.659,23.753,0.343,24.094,23.715,0.229,23.929,61.459,49.596,0.91517,0.67804,0.86833,0.58126,74.08,71.616,23.641,0.448,24.083,23.655,0.188,23.832,23.849,0.397,24.243,23.899,0.222,24.099,53.47,47.715
"2025-05-19 23:30:00",7,12.99,25.76,0.31046,0.2898,0.27127,0.23764,68.286,67.852,23.036,0.282,23.317,22.955,0.215,23.161,23.432,0.312,23.742,23.39,0.246,23.622,60.213,51.332,0.75407,0.48729,0.70079,0.4154,71.736,68.512,23.1,0.393,23.489,23.1,0.195,23.283,23.491,0.353,23.841,23.543,0.233,23.758,51.634,50.432
