"TOA5","CR300Series_420","CR300","1740","CR300.Std.11.00","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-05-30 15:00:00",530,12.98,28.68,0.61422,0.70897,0.62652,0.67263,79.927,74.997,22.712,0.421,23.126,22.645,0.225,22.869,22.09,0.386,22.472,21.943,0.197,22.131,68.319,53.904,0.23842,0.3998,0.2424,0.39572,79.03,64.856,22.077,0.367,22.44,22.262,0.288,22.548,21.62,0.358,21.975,21.696,0.241,21.934,75.658,64.23
"2025-05-30 15:30:00",531,12.95,28.1,0.79647,0.82977,0.79283,0.78319,76.31,74.874,23.037,0.453,23.485,22.966,0.205,23.168,22.327,0.418,22.742,22.178,0.191,22.359,62.204,52.031,0.23564,0.38077,0.23622,0.38094,75.784,65.605,22.463,0.366,22.825,22.641,0.289,22.927,21.877,0.363,22.237,21.947,0.248,22.193,75.909,63.482
"2025-05-30 16:00:00",532,12.95,27.63,0.63657,0.60998,0.62414,0.56396,73.041,70.857,22.735,0.364,23.096,22.688,0.195,22.879,22.358,0.348,22.704,22.231,0.198,22.419,61.934,54.76,0.21924,0.34928,0.21774,0.34728,71.597,60.671,22.234,0.322,22.554,22.376,0.259,22.633,21.956,0.334,22.285,22.017,0.236,22.249,70.722,61.294
"2025-05-30 16:30:00",533,12.95,26.33,0.45908,0.5353,0.46899,0.50988,80.722,73.046,22.664,0.39,23.047,22.634,0.244,22.876,22.309,0.348,22.654,22.192,0.209,22.394,70.863,55.45,0.18351,0.31394,0.18174,0.3177,74.212,62.787,22.22,0.343,22.56,22.372,0.286,22.655,21.942,0.338,22.276,22.005,0.246,22.249,76.334,64.411
"2025-05-30 17:00:00",534,12.95,26.23,0.45762,0.47489,0.45998,0.4472,77.726,71.798,22.695,0.358,23.049,22.665,0.226,22.889,22.384,0.33,22.712,22.264,0.211,22.468,65.868,55.698,0.17008,0.2969,0.16539,0.29981,74.161,61.984,22.266,0.328,22.592,22.408,0.278,22.683,22.02,0.332,22.347,22.084,0.246,22.327,75.035,63.109
"2025-05-30 17:30:00",535,12.95,25.57,0.3868,0.39905,0.38985,0.37726,77.469,70.793,22.514,0.35,22.86,22.497,0.237,22.732,22.309,0.315,22.622,22.197,0.216,22.407,69.858,56.442,0.1402,0.25987,0.14238,0.26731,71.784,59.107,22.158,0.324,22.479,22.3,0.281,22.579,21.99,0.324,22.309,22.055,0.248,22.301,72.407,65.226
"2025-05-30 18:00:00",536,12.95,25.26,0.3376,0.33258,0.34108,0.32126,78.959,73.531,22.578,0.346,22.92,22.563,0.246,22.807,22.324,0.313,22.635,22.212,0.227,22.435,71.099,59.184,0.12864,0.242,0.12434,0.24956,72.421,60.742,22.211,0.325,22.534,22.358,0.287,22.642,22.009,0.326,22.33,22.079,0.254,22.331,74.793,65.614
"2025-05-30 18:30:00",537,12.95,24.99,0.22928,0.24054,0.23678,0.23002,76.711,69.287,22.463,0.332,22.79,22.457,0.262,22.717,22.314,0.292,22.604,22.21,0.232,22.438,72.843,60.677,0.10356,0.22078,0.10606,0.22472,71.669,57.994,22.153,0.318,22.468,22.295,0.286,22.579,22.015,0.318,22.328,22.086,0.254,22.337,73.542,67.362
