"TOA5","CR300Series_423","CR300","27025","CR300-RF407.Std.10.03","CPU:sapflux_3sensor_CR300_30min.cr300","39968","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI","S2_AlpOut","S2_AlpInn","S2_BetOut","S2_BetInn","S2_tMxTout","S2_tMxTinn","S2_TpDsOut","S2_dTDsOut","S2_TsDsOut","S2_TpUsOut","S2_dTUsOut","S2_TsUsOut","S2_TpDsInn","S2_dTDsInn","S2_TsDsInn","S2_TpUsInn","S2_dTUsInn","S2_TsUsInn","S2_tMxTUsO","S2_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-07-18 11:00:00",2831,12.93,30.97,0.24353,0.7759,0.29786,0.75947,103.626,81.073,31.672,0.427,32.056,31.547,0.317,31.848,30.933,0.436,31.361,30.797,0.204,30.994,102.509,53.606,0.21568,0.42438,0.27296,0.4212,97.84,77.566,30.059,0.36,30.394,30.12,0.274,30.39,29.417,0.352,29.764,29.468,0.231,29.695,78.633,60.117,-1.15917,-1.30949,-1.06465,-0.90601,109.829,109.893,32.186,0.957,32.64,32.682,2.775,34.129,32.071,1.014,32.51,32.732,2.509,34.358,23.907,27.018
"2025-07-18 11:30:00",2832,12.92,31.5,0.2513,0.81674,0.31623,0.78661,109.394,79.137,31.531,0.391,31.891,31.438,0.285,31.718,30.919,0.437,31.349,30.823,0.199,31.013,76.963,51.423,0.24392,0.45239,0.29722,0.44588,98.778,77.249,30.208,0.35,30.536,30.248,0.26,30.505,29.614,0.353,29.963,29.656,0.226,29.878,78.818,61.307,-1.73492,-1.95216,-1.8464,-1.80064,56.534,56.598,32.218,0.428,32.462,32.494,2.712,33.877,32.12,0.411,32.353,32.476,2.488,34.117,22.131,24.734
"2025-07-18 12:00:00",2833,12.92,31.76,0.21464,0.77485,0.25698,0.71595,90.869,76.27,31.367,0.278,31.631,31.346,0.215,31.559,30.931,0.399,31.326,30.854,0.195,31.036,71.363,51.048,0.206,0.4503,0.25371,0.44374,93.625,75.611,30.386,0.357,30.719,30.435,0.277,30.706,29.815,0.346,30.157,29.861,0.222,30.079,82.955,59.417,-0.58797,-0.61945,-0.51843,-0.59955,57.038,58.371,32.394,0.736,33.065,32.292,1.236,33.5,32.368,0.8,33.114,32.241,1.457,33.627,72.909,39.963
"2025-07-18 12:30:00",2834,12.92,33.1,0.23584,0.78605,0.2743,0.75639,97.106,79.767,31.42,0.396,31.796,31.387,0.301,31.684,30.925,0.424,31.342,30.849,0.199,31.039,77.841,52.794,0.2505,0.49047,0.30036,0.47446,97.336,79.067,30.687,0.37,31.03,30.738,0.274,31.005,30.031,0.36,30.387,30.077,0.224,30.295,81.893,60.614,-2.11275,-1.84968,-1.9468,-1.46856,105.761,97.189,32.992,0.341,33.185,32.911,2.389,34.507,32.889,0.467,33.186,32.78,2.028,34.668,22.839,38.394
"2025-07-18 13:00:00",2835,12.92,33.29,0.24584,0.72137,0.28365,0.68072,92.123,79.759,31.606,0.332,31.918,31.534,0.25,31.778,31.087,0.401,31.482,30.986,0.203,31.178,80.318,52.048,0.2611,0.47232,0.31806,0.45159,104.42,74.859,30.723,0.345,31.045,30.746,0.251,30.994,30.156,0.344,30.496,30.188,0.219,30.4,76.176,58.666,-1.35413,-1.4616,-1.43292,-1.41532,90.109,87.633,32.809,0.672,33.282,33.248,2.816,35.08,32.767,0.674,33.257,33.4,2.775,35.513,28.031,35.457
"2025-07-18 13:30:00",2836,12.92,32.91,0.23946,0.72609,0.28472,0.69071,91.687,79.572,31.59,0.343,31.914,31.527,0.258,31.782,31.095,0.407,31.496,31.008,0.204,31.202,78.142,53.599,0.25177,0.46764,0.2938,0.44866,88.976,74.73,30.814,0.326,31.124,30.833,0.243,31.074,30.242,0.343,30.582,30.273,0.219,30.486,72.532,58.036,-99,-99,-99,-99,37.808,3.088,33.502,-0.024,33.34,33.451,1.74,34.725,33.453,-0.065,33.196,33.422,1.98,34.863,33.871,33.681
"2025-07-18 14:00:00",2837,12.91,32.58,0.24295,0.76383,0.29378,0.72738,103.499,79.203,31.752,0.385,32.109,31.681,0.287,31.961,31.194,0.416,31.604,31.098,0.201,31.289,84.236,51.738,0.2488,0.49296,0.29494,0.47676,91.355,79.116,30.998,0.368,31.343,31.024,0.274,31.293,30.358,0.356,30.71,30.393,0.221,30.608,80.183,57.652,-99,-99,-99,-99,49.228,51.577,34.057,-0.011,33.796,34.445,1.563,35.587,33.917,-0.137,33.483,34.436,1.69,35.726,34.377,33.171
"2025-07-18 14:30:00",2838,12.91,32.59,0.23658,0.75619,0.2959,0.71999,96.974,78.893,31.69,0.367,32.027,31.638,0.273,31.904,31.192,0.415,31.601,31.109,0.202,31.301,83.679,51.926,0.18656,0.476,0.21508,0.46944,84.777,78.061,31.264,0.341,31.593,31.244,0.275,31.517,30.464,0.371,30.831,30.491,0.232,30.719,71.344,59.357,-0.73689,-0.83261,-0.80801,-0.71629,109.868,109.932,33.024,1.327,34.087,33.796,2.977,36.017,32.736,1.367,33.792,33.667,2.798,36.095,30.511,38.193
"2025-07-18 15:00:00",2839,12.92,33.25,0.28766,0.78195,0.31684,0.72577,89.257,76.147,31.824,0.313,32.124,31.772,0.228,31.997,31.331,0.405,31.731,31.24,0.196,31.423,72.482,50.924,0.30129,0.5,0.33194,0.47058,86.858,75.371,31.363,0.308,31.659,31.381,0.221,31.6,30.699,0.341,31.037,30.738,0.213,30.943,70.662,54.153,-99,-4.0516,-1.6622,-1.65192,43.077,43.395,33.134,0.333,33.12,33.452,1.755,34.764,32.835,0.356,32.863,33.169,1.857,34.776,33.81,33.619
"2025-07-18 15:30:00",2840,12.91,32.85,0.18762,0.73314,0.26316,0.70041,104.609,77.582,31.572,0.376,31.911,31.531,0.289,31.812,31.161,0.415,31.569,31.096,0.206,31.292,85.1,52.603,0.22936,0.50524,0.28164,0.48896,96.632,77.865,31.101,0.387,31.462,31.143,0.292,31.43,30.531,0.362,30.889,30.56,0.222,30.776,79.183,57.906,-99,-99,-99,-99,3.088,3.15,36.945,-0.293,34.61,37.444,0.703,36.869,37.481,-0.359,34.449,38.361,0.404,37.232,26.579,23.595
"2025-07-18 16:00:00",2841,12.91,33.25,0.26344,0.70815,0.30805,0.68338,97.206,78.88,31.647,0.396,32.014,31.626,0.291,31.908,31.22,0.408,31.622,31.151,0.206,31.349,83.415,52.662,0.30959,0.48775,0.3606,0.46364,90.664,73.907,31.355,0.327,31.663,31.389,0.228,31.615,30.685,0.345,31.027,30.704,0.217,30.914,71.208,57.214,-99,-99,-99,-99,93.323,3.216,33.753,-0.044,33.449,34.163,2.695,35.536,33.626,-0.095,33.255,34.082,2.51,35.636,26.142,36.873
"2025-07-18 16:30:00",2842,12.91,33.69,0.11647,0.55337,0.14228,0.52926,86.963,77.582,31.654,0.294,31.936,31.627,0.255,31.878,31.284,0.365,31.644,31.214,0.215,31.421,74.165,54.593,0.18438,0.39916,0.20586,0.37327,83.64,71.652,31.149,0.301,31.44,31.162,0.245,31.404,30.65,0.321,30.969,30.671,0.221,30.885,71.211,57.967,-0.27013,-0.19491,-0.16863,-0.15599,28.926,36.355,32.354,0.61,32.857,32.36,0.722,33.019,32.099,0.634,32.68,32.059,0.741,32.765,50.133,84.734
"2025-07-18 17:00:00",2843,12.91,32.82,0.10802,0.4503,0.1269,0.43034,80.861,77.941,30.962,0.344,31.294,30.988,0.303,31.286,30.956,0.346,31.298,30.936,0.225,31.154,77.755,55.949,0.1441,0.3603,0.18412,0.3396,94.555,74.536,30.703,0.333,31.016,30.699,0.277,30.97,30.418,0.316,30.732,30.431,0.225,30.65,82.883,59.85,-99,-99,-99,-99,3.213,3.023,31.645,-0.061,31.253,31.75,2.917,32.865,31.54,-0.06,31.049,31.561,1.974,32.522,23.654,24.734
"2025-07-18 17:30:00",2844,12.91,32.62,0.04443,0.4461,0.05332,0.43052,83.571,77.173,30.761,0.327,31.083,30.809,0.31,31.117,30.798,0.343,31.137,30.794,0.223,31.011,70.029,56.429,0.17878,0.35154,0.20868,0.33066,88.528,72.275,30.514,0.292,30.795,30.503,0.237,30.738,30.276,0.309,30.583,30.295,0.222,30.511,74.848,59.094,-0.71225,-0.69315,-0.48211,-0.46577,25.115,25.432,31.063,0.917,31.66,31.155,1.485,32.372,30.857,0.794,31.418,30.894,1.265,32.016,53.682,54.253
"2025-07-18 18:00:00",2845,12.91,31.85,0.03692,0.25035,0.08191,0.23483,106.792,73.321,30.307,0.267,30.555,30.368,0.246,30.607,30.501,0.301,30.799,30.515,0.238,30.747,81.581,58.791,0.05384,0.19986,0.0713,0.18954,86.933,68.925,30.066,0.276,30.333,30.048,0.257,30.301,30.032,0.278,30.308,30.041,0.23,30.267,78.276,62.274,-0.34723,-0.30553,-0.24841,-0.30387,88.84,66.561,29.29,0.642,29.861,29.361,0.823,30.169,29.034,0.676,29.7,29.065,0.916,29.969,80.587,69.227
"2025-07-18 18:30:00",2846,12.91,30.95,0.05088,0.26332,0.07383,0.25634,90.833,75.246,30.169,0.295,30.451,30.218,0.274,30.486,30.301,0.314,30.612,30.309,0.243,30.548,81.517,61.708,0.04312,0.19836,0.07613,0.18926,91.528,70.759,29.919,0.3,30.203,29.921,0.278,30.193,29.833,0.29,30.122,29.843,0.24,30.08,82.116,63.102,-0.26543,-0.26337,-0.16581,-0.18607,89.163,89.481,30.029,0.865,30.766,30.089,1.021,31.05,29.88,0.797,30.577,29.907,0.96,30.814,62.372,61.166
"2025-07-18 19:00:00",2847,12.91,30.72,0.04048,0.23378,0.04734,0.23042,81.156,75.255,30.03,0.281,30.307,30.079,0.268,30.345,30.173,0.311,30.48,30.184,0.247,30.427,76.064,60.225,0.02667,0.18303,0.05564,0.17736,85.11,68.109,29.778,0.277,30.044,29.766,0.262,30.025,29.725,0.283,30.006,29.733,0.237,29.967,75.448,62.212,-0.50711,-0.46623,-0.72161,-0.54897,69.729,80.201,29.43,0.554,29.969,29.476,1.14,30.371,29.205,0.618,29.796,29.215,1.07,30.157,36.092,43.771
"2025-07-18 19:30:00",2848,12.9,30.08,-0.00377,0.12348,0.00735,0.1147,79.952,73.309,29.638,0.273,29.904,29.696,0.271,29.963,29.917,0.286,30.201,29.937,0.255,30.188,77.096,62.753,-0.03819,0.11496,-0.02225,0.10988,84.874,65.36,29.384,0.267,29.641,29.359,0.273,29.626,29.477,0.269,29.744,29.479,0.241,29.717,80.483,64.984,-0.29303,-0.27045,-0.31135,-0.28951,78.429,79.51,28.149,0.69,28.763,28.232,0.942,29.055,27.905,0.706,28.549,27.955,0.943,28.799,48.853,45.87
"2025-07-18 20:00:00",2849,12.91,29.52,0.00914,0.09316,0.02289,0.0921,100.989,72.739,29.181,0.353,29.51,29.255,0.345,29.581,29.596,0.284,29.877,29.629,0.259,29.885,96.642,62.93,-0.05265,0.09113,-0.03653,0.09041,88.321,65.8,29.01,0.269,29.269,28.972,0.279,29.245,29.191,0.266,29.455,29.189,0.243,29.43,82.174,63.917,-0.49605,-0.40857,-0.40983,-0.42077,106.364,75.448,27.535,0.533,27.999,27.624,0.803,28.386,27.302,0.541,27.839,27.354,0.824,28.162,46.819,63.642
"2025-07-18 20:30:00",2850,12.9,28.82,0,0.06688,0.0035,0.06262,86.523,74.915,29.022,0.286,29.297,29.097,0.285,29.372,29.367,0.28,29.645,29.4,0.263,29.66,87.889,61.876,-0.04311,0.08002,-0.02679,0.08317,84.484,65.473,28.7,0.258,28.95,28.648,0.265,28.909,28.929,0.263,29.189,28.924,0.242,29.164,76.327,65.599,-1.39256,-1.25357,-1.40096,-1.28229,81.147,79.179,26.972,0.341,27.297,27.089,1.384,28.397,26.76,0.377,27.134,26.831,1.359,28.141,54.873,57.984
"2025-07-18 21:00:00",2851,12.9,28.37,-0.00333,0.0486,0.00638,0.0482,90.129,74.05,28.621,0.314,28.921,28.726,0.312,29.027,29.075,0.276,29.349,29.118,0.263,29.379,86.777,63.495,-0.06605,0.0723,-0.05305,0.07172,85.046,65.536,28.333,0.257,28.582,28.268,0.271,28.534,28.633,0.26,28.891,28.624,0.242,28.864,78.898,64.909,-1.56288,-1.48136,-1.35153,-1.35577,109.339,109.909,26.382,0.496,26.716,26.542,1.916,28.136,26.195,0.465,26.561,26.292,1.804,27.902,41.675,46.056
"2025-07-18 21:30:00",2852,12.9,27.75,-0.02159,0.04142,0.01348,0.0411,100.067,73.059,28.274,0.298,28.55,28.402,0.294,28.684,28.779,0.273,29.05,28.835,0.262,29.095,90.506,63.744,-0.08665,0.06402,-0.07307,0.06348,85.367,63.345,27.986,0.264,28.24,27.911,0.284,28.188,28.335,0.26,28.593,28.323,0.244,28.565,81.727,65.728,-1.82684,-1.75216,-1.85824,-1.86572,88.656,70.946,26.042,0.308,26.309,26.185,1.975,27.844,25.855,0.287,26.138,25.948,1.854,27.58,41.302,47.967
"2025-07-18 22:00:00",2853,12.9,27.37,-0.01445,0.03818,0.0034,0.03402,87.691,72.607,27.979,0.291,28.255,28.123,0.29,28.403,28.525,0.269,28.792,28.584,0.26,28.841,84.836,62.55,-0.05873,0.06402,-0.04587,0.06348,83.48,65.975,27.707,0.256,27.955,27.628,0.268,27.891,28.069,0.26,28.327,28.057,0.244,28.299,79.087,65.097,-1.94704,-1.97896,-2.17331,-2.14347,75.687,70.927,25.679,0.277,25.946,25.868,2.434,27.739,25.512,0.265,25.773,25.624,2.26,27.512,34.943,41.354
"2025-07-18 22:30:00",2854,12.9,26.96,-0.07233,0.0293,-0.07339,0.02908,87.251,74.153,27.818,0.289,28.098,27.917,0.311,28.218,28.284,0.279,28.561,28.34,0.271,28.609,86.382,66.829,-0.06433,0.05105,-0.04773,0.05065,87.242,65.472,27.456,0.266,27.712,27.393,0.279,27.666,27.816,0.263,28.077,27.808,0.25,28.056,78.332,67.355,-1.63364,-1.56768,-1.78908,-1.68248,85.497,78.706,25.505,0.364,25.833,25.683,2.178,27.363,25.345,0.373,25.696,25.465,2.006,27.148,38.643,43.025
