"TOA5","CR300Series_423","CR300","27025","CR300-RF407.Std.10.03","CPU:sapflux_3sensor_CR300_30min.cr300","39968","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI","S2_AlpOut","S2_AlpInn","S2_BetOut","S2_BetInn","S2_tMxTout","S2_tMxTinn","S2_TpDsOut","S2_dTDsOut","S2_TsDsOut","S2_TpUsOut","S2_dTUsOut","S2_TsUsOut","S2_TpDsInn","S2_dTDsInn","S2_TsDsInn","S2_TpUsInn","S2_dTUsInn","S2_TsUsInn","S2_tMxTUsO","S2_tMxTUsI"
"2025-07-18 23:00:00",2855,12.89,26.9,-0.04003,0.02918,-0.05203,0.02898,76.589,74.663,27.639,0.3,27.933,27.737,0.316,28.043,28.088,0.28,28.366,28.146,0.272,28.416,83.666,67.087,-0.07741,0.05086,-0.06385,0.05448,88.935,66.163,27.296,0.273,27.557,27.24,0.291,27.522,27.624,0.264,27.886,27.621,0.25,27.87,84.293,68.296,-1.45096,-1.39416,-1.5786,-1.4364,68.938,67.987,25.561,0.342,25.898,25.716,1.658,27.154,25.403,0.356,25.755,25.499,1.497,26.918,37.062,50.842
"2025-07-18 23:30:00",2856,12.89,26.56,-0.18641,0.0111,-0.13215,0.01104,101.646,72.411,27.374,0.269,27.618,27.453,0.307,27.747,27.89,0.273,28.161,27.942,0.27,28.21,90.35,66.079,-0.05971,0.05576,-0.04277,0.05532,84.052,65.543,27.163,0.252,27.407,27.107,0.263,27.366,27.484,0.26,27.742,27.484,0.246,27.728,77.4,68.178,-2.9671,-3.04414,-3.33162,-3.26234,65.819,66.137,25.42,0.101,25.514,25.601,2.826,27.427,25.256,0.093,25.339,25.362,2.428,27.104,31.657,34.768
"2025-07-19 00:00:00",2857,12.89,26.14,-0.08035,0.0148,-0.08005,0.01471,90.221,73.154,27.097,0.288,27.372,27.208,0.312,27.506,27.651,0.274,27.923,27.713,0.27,27.981,89.6,65.333,-0.07299,0.04797,-0.05975,0.04762,87.552,65.282,26.786,0.26,27.037,26.707,0.276,26.977,27.208,0.258,27.464,27.199,0.246,27.443,80.149,66.161,-2.43411,-2.46955,-2.57799,-2.57959,86.959,82.451,24.895,0.194,25.051,25.109,2.555,26.888,24.758,0.168,24.899,24.913,2.216,26.579,34.263,36.104
"2025-07-19 00:30:00",2858,12.89,25.73,-0.23025,-0.00379,-0.23115,-0.00751,71.164,70.978,26.965,0.2,27.162,27.094,0.252,27.342,27.486,0.267,27.751,27.546,0.269,27.812,76.254,65.145,-0.10237,0.03872,-0.08761,0.03846,94.139,67.354,26.672,0.284,26.941,26.606,0.31,26.904,27.027,0.265,27.29,27.022,0.255,27.275,88.243,70.742,-1.48364,-1.43328,-1.63912,-1.5896,103.463,88.542,24.943,0.413,25.288,25.135,2.127,26.656,24.814,0.375,25.168,24.935,1.838,26.419,35.275,38.133
"2025-07-19 01:00:00",2859,12.88,25.91,0.01956,0.0074,0.0096,0.01104,76.933,75.257,26.759,0.314,27.068,26.904,0.311,27.207,27.332,0.273,27.602,27.394,0.27,27.662,81.525,68.432,-0.06723,0.03935,-0.05059,0.04301,87.539,64.52,26.533,0.27,26.792,26.469,0.284,26.746,26.889,0.261,27.148,26.885,0.25,27.134,80.389,70.415,-2.31975,-2.32195,-2.61567,-2.52171,73.29,64.721,24.615,0.183,24.79,24.851,2.502,26.631,24.449,0.174,24.619,24.643,2.166,26.376,33.047,39.967
"2025-07-19 01:30:00",2860,12.88,25.53,0,0,0.00626,0.00361,100.222,76.947,26.564,0.319,26.866,26.692,0.317,26.994,27.127,0.275,27.399,27.185,0.274,27.457,92.897,68.38,-0.09389,0.03564,-0.08357,0.03533,86.862,67.353,26.3,0.264,26.554,26.223,0.287,26.502,26.694,0.259,26.951,26.686,0.25,26.934,85.231,68.983,-2.05152,-2.05104,-2.20907,-2.10295,66.062,60.541,24.54,0.224,24.753,24.708,2.04,26.365,24.401,0.211,24.592,24.512,1.728,25.997,36.735,46.448
"2025-07-19 02:00:00",2861,12.88,25.23,-0.08853,-0.00733,-0.07813,-0.00365,95.862,76.066,26.484,0.283,26.754,26.595,0.306,26.89,26.978,0.275,27.251,27.036,0.276,27.311,87.795,69.487,-0.10343,0.03533,-0.09263,0.03905,88.439,65.665,26.172,0.268,26.429,26.104,0.294,26.389,26.534,0.261,26.793,26.531,0.251,26.781,86.056,68.551,-0.94793,-0.81613,-0.69745,-0.49005,39.841,26.701,24.613,0.584,25.061,24.755,1.173,25.911,24.449,0.661,24.919,24.548,1.079,25.611,64.595,67.96
"2025-07-19 02:30:00",2862,12.88,25.1,-0.05833,-0.00373,-0.06673,0,79.176,75.513,26.457,0.29,26.74,26.563,0.31,26.863,26.894,0.275,27.166,26.952,0.275,27.225,84.017,68.191,-0.07609,0.03548,-0.06267,0.03518,87.551,65.531,26.108,0.263,26.361,26.051,0.28,26.324,26.427,0.26,26.685,26.429,0.251,26.678,80.9,67.161,-1.98296,-1.93956,-2.15499,-2.10691,96.579,68.464,24.528,0.251,24.756,24.691,2.165,26.347,24.365,0.226,24.587,24.474,1.858,26.018,36.031,42.188
"2025-07-19 03:00:00",2863,12.88,25.02,-0.11697,-0.00733,-0.11537,-0.00365,92.818,76.994,26.321,0.278,26.587,26.407,0.312,26.706,26.754,0.275,27.027,26.81,0.276,27.085,87.978,69.175,-0.09217,0.03518,-0.07809,0.03493,89.542,65.52,25.998,0.271,26.257,25.95,0.293,26.234,26.297,0.262,26.557,26.301,0.253,26.552,83.146,69.408,-0.31789,-0.22899,-0.29945,-0.20773,70.872,72.712,24.419,0.487,24.892,24.536,0.657,25.186,24.224,0.563,24.772,24.295,0.693,24.984,56.53,76.648
"2025-07-19 03:30:00",2864,12.88,24.89,-0.04171,-0.00371,-0.05389,0,79.979,75.821,26.259,0.289,26.541,26.333,0.305,26.627,26.65,0.276,26.924,26.7,0.276,26.975,86.558,68.001,-0.05923,0.03533,-0.04241,0.03905,83.476,65.974,25.92,0.254,26.166,25.869,0.265,26.13,26.188,0.261,26.447,26.192,0.251,26.442,78.584,68.609,-1.94488,-1.841,-2.13287,-1.92984,68.721,60.661,24.029,0.237,24.262,24.221,2,25.85,23.866,0.268,24.124,23.991,1.846,25.617,38.89,47.077
"2025-07-19 04:00:00",2865,12.88,24.76,-0.01387,0,-0.01349,0.00364,84.004,76.124,26.022,0.295,26.308,26.102,0.299,26.392,26.476,0.273,26.747,26.528,0.272,26.799,82.887,67.559,-0.10339,0.0359,-0.09281,0.03564,86.808,65.538,25.707,0.257,25.955,25.652,0.282,25.927,26.025,0.257,26.28,26.027,0.248,26.273,83.923,70.181,-0.09893,-0.06859,-0.01077,-0.06901,94.227,94.289,23.925,0.648,24.502,24.033,0.655,24.67,23.727,0.63,24.333,23.798,0.675,24.447,67.443,65.476
"2025-07-19 04:30:00",2866,12.88,24.39,-0.05171,-0.00373,-0.05627,0,87.544,74.948,25.701,0.294,25.984,25.79,0.311,26.088,26.222,0.273,26.492,26.277,0.273,26.548,86.676,67.128,-0.09459,0.03606,-0.08447,0.03984,85.166,65.404,25.434,0.261,25.686,25.374,0.284,25.651,25.798,0.256,26.052,25.798,0.246,26.043,84.539,68.29,-0.96953,-0.82613,-0.76817,-0.71657,93.908,47.764,23.681,0.456,24.047,23.808,0.983,24.773,23.474,0.465,23.882,23.568,0.952,24.5,73.469,72.01
"2025-07-19 05:00:00",2867,12.88,24.14,-0.04947,0,-0.04031,0.00364,89.092,76.245,25.552,0.292,25.828,25.655,0.304,25.945,26.048,0.272,26.317,26.109,0.271,26.378,89.96,68.427,-0.06983,0.0359,-0.05653,0.03564,85.54,66.032,25.259,0.258,25.508,25.195,0.273,25.462,25.602,0.257,25.857,25.601,0.248,25.847,81.149,70.674,-1.16041,-0.98641,-1.06573,-0.96929,85.275,86.861,23.474,0.411,23.83,23.636,1.193,24.772,23.282,0.434,23.69,23.4,1.144,24.494,56.207,62.363
"2025-07-19 05:30:00",2868,12.88,23.77,0,0.00368,0.00678,0.00364,87.736,76.626,25.481,0.296,25.765,25.563,0.294,25.847,25.928,0.272,26.198,25.984,0.271,26.253,86.371,67.069,-0.09025,0.03564,-0.08005,0.03533,87.353,67.343,25.096,0.264,25.35,25.044,0.286,25.322,25.429,0.259,25.686,25.432,0.25,25.68,85.973,69.978,-0.30777,-0.23433,-0.33649,-0.24219,69.288,64.274,23.561,0.515,24.066,23.661,0.721,24.348,23.374,0.562,23.927,23.437,0.716,24.136,89.471,84.203
"2025-07-19 06:00:00",2869,12.87,23.77,-0.10183,-0.00377,-0.10231,-0.00375,84.682,72.829,25.262,0.26,25.514,25.378,0.288,25.657,25.757,0.269,26.024,25.818,0.27,26.086,84.06,68.237,-0.06557,0.03572,-0.04861,0.03948,86.855,66.845,24.928,0.261,25.179,24.866,0.274,25.134,25.261,0.258,25.517,25.264,0.248,25.511,81.209,69.731,-2.97602,-3.04606,-3.13882,-3.17614,101.87,43.022,23.436,0.107,23.527,23.632,2.469,25.416,23.29,0.091,23.369,23.42,2.179,25.081,34.197,38.578
"2025-07-19 06:30:00",2870,12.87,23.66,-0.03615,0.00735,-0.02743,0.01092,94.974,75.677,25.246,0.288,25.518,25.312,0.296,25.594,25.655,0.276,25.928,25.704,0.273,25.975,91.873,70.341,-0.07027,0.03905,-0.05001,0.0427,89.292,68.03,24.905,0.273,25.166,24.877,0.287,25.157,25.167,0.263,25.428,25.181,0.252,25.432,81.389,71.417,-3.38782,-3.20654,-3.14874,-2.71475,42.514,40.039,23.721,0.091,23.778,23.884,2.12,25.57,23.566,0.132,23.634,23.66,1.993,25.339,40.356,47.022
"2025-07-19 07:00:00",2871,12.87,23.85,-0.03885,0.03174,-0.03053,0.0418,97.543,80.475,25.438,0.323,25.741,25.497,0.333,25.812,25.666,0.293,25.954,25.705,0.281,25.984,97.668,72.159,-0.07871,0.04892,-0.06143,0.0486,100.465,70.167,25.032,0.3,25.313,25.022,0.319,25.326,25.155,0.274,25.427,25.178,0.261,25.437,91.808,73.554,-0.22379,-0.21693,-0.29123,-0.27465,99.322,75.515,25.02,0.713,25.674,25.117,0.954,25.935,24.963,0.693,25.611,25.015,0.912,25.82,45.363,48.474
"2025-07-19 07:30:00",2872,12.87,24.36,-0.02779,0.06678,-0.02333,0.08002,88.8,80.669,25.834,0.297,26.118,25.878,0.304,26.17,25.896,0.299,26.19,25.918,0.276,26.193,88.925,69.869,-0.06801,0.05992,-0.04463,0.0633,94.404,73.387,25.467,0.285,25.737,25.486,0.298,25.775,25.394,0.277,25.669,25.433,0.26,25.692,86.499,72.508,-2.67235,-2.55967,-2.70831,-2.36323,95.226,47.542,26.008,0.133,26.118,26.077,1.995,27.669,25.853,0.165,25.967,25.868,1.753,27.342,38.207,37.254
"2025-07-19 08:00:00",2873,12.87,24.8,-0.02003,0.08506,-0.01945,0.08796,86.025,78.637,25.95,0.255,26.198,25.997,0.26,26.25,26.043,0.285,26.325,26.062,0.261,26.321,83.168,67.585,-0.05113,0.08064,-0.02101,0.07632,95.148,71.121,25.605,0.283,25.872,25.62,0.289,25.901,25.534,0.272,25.805,25.574,0.252,25.824,84.232,70.493,0.16176,0.2206,0.15134,0.21981,67.531,69.625,25.977,0.776,26.747,26.005,0.667,26.66,25.867,0.897,26.756,25.843,0.72,26.556,104.225,72.8
