"TOA5","CR300Series_420","CR300","1740","CR300.Std.11.00","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-07-18 11:00:00",2874,13.02,32.32,0.50019,0.38806,0.53062,0.43586,89.461,94.765,30.131,0.425,30.535,30.074,0.25,30.319,29.464,0.334,29.778,29.34,0.216,29.553,82.847,63.442,0.17726,0.25406,0.18104,0.25634,82.729,71.774,29.794,0.32,30.108,29.882,0.267,30.145,29.128,0.314,29.44,29.171,0.243,29.413,78.597,71.397
"2025-07-18 11:30:00",2875,13,33.06,0.53674,0.41046,0.57538,0.43447,95.994,92.814,30.309,0.4,30.687,30.253,0.225,30.474,29.801,0.315,30.101,29.678,0.204,29.877,77.652,57.501,0.20717,0.28458,0.21603,0.28248,89.603,73.892,29.793,0.35,30.135,29.912,0.282,30.19,29.279,0.321,29.598,29.331,0.242,29.571,80.964,70.513
"2025-07-18 12:00:00",2876,13,33.37,0.46178,0.32406,0.49476,0.34578,87.127,90.684,30.728,0.351,31.066,30.705,0.214,30.918,30.211,0.301,30.5,30.103,0.213,30.312,69.532,61.11,0.21676,0.30785,0.22786,0.30986,81.651,72.202,30.132,0.319,30.445,30.251,0.254,30.503,29.604,0.319,29.921,29.665,0.234,29.898,77.771,67.069
"2025-07-18 12:30:00",2877,13,34.23,0.43103,0.34463,0.46735,0.37672,95.842,92.661,31.136,0.375,31.493,31.081,0.235,31.313,30.542,0.309,30.837,30.408,0.212,30.617,76.009,63.099,0.23072,0.33704,0.24034,0.33465,84.97,73.768,30.354,0.337,30.684,30.477,0.265,30.739,29.821,0.327,30.146,29.874,0.234,30.106,76.333,65.882
"2025-07-18 13:00:00",2878,13,34.58,0.5108,0.38844,0.52412,0.3989,83.889,90.938,31.091,0.353,31.436,31.035,0.209,31.242,30.658,0.304,30.95,30.531,0.204,30.729,69.043,58.374,0.22874,0.32245,0.23972,0.31684,80.909,67.954,30.393,0.319,30.706,30.496,0.251,30.745,29.983,0.313,30.295,30.029,0.228,30.255,77.278,64.823
"2025-07-18 13:30:00",2879,13,34.36,0.55483,0.41869,0.59042,0.43416,89.486,89.048,31.19,0.379,31.554,31.15,0.21,31.359,30.772,0.318,31.076,30.661,0.206,30.861,68.901,57.236,0.22545,0.30358,0.22928,0.30132,81.907,71.456,30.574,0.327,30.896,30.684,0.26,30.941,30.144,0.319,30.461,30.189,0.236,30.423,75.024,66.574
"2025-07-18 14:00:00",2880,13,34.8,0.5957,0.4598,0.62235,0.46876,90.166,90.727,31.427,0.395,31.808,31.373,0.212,31.583,30.956,0.326,31.268,30.835,0.204,31.032,69.084,56.172,0.2314,0.31996,0.2409,0.31769,84.471,73.769,30.869,0.341,31.203,30.985,0.268,31.25,30.376,0.327,30.701,30.421,0.238,30.657,77.587,64.632
"2025-07-18 14:30:00",2881,13,34.71,0.58054,0.44108,0.62921,0.4585,96.961,92.284,31.459,0.409,31.845,31.417,0.218,31.633,31.029,0.329,31.343,30.911,0.208,31.113,78.627,56.737,0.22534,0.31154,0.23466,0.30934,83.398,71.196,30.954,0.349,31.296,31.068,0.276,31.341,30.525,0.327,30.85,30.567,0.24,30.805,76.514,65.314
