"TOA5","CR300Series_421","CR300","27030","CR300-RF407.Std.10.03","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-07-18 11:00:00",2848,10.86,32.09,0.53137,0.83463,0.54588,0.82567,85.837,75.636,28.366,0.29,28.645,28.165,0.168,28.329,27.536,0.29,27.824,27.43,0.127,27.555,80.704,67,0.79366,0.66328,0.70933,0.68952,109.854,87.804,29.124,0.374,29.469,29.072,0.184,29.228,28.479,0.277,28.743,28.333,0.139,28.469,109.978,61.294
"2025-07-18 11:30:00",2849,10.85,32.55,0.61007,0.87827,0.64245,0.87199,109.857,72.123,28.539,0.327,28.839,28.325,0.172,28.488,27.696,0.287,27.98,27.582,0.12,27.7,108.23,64.739,0.85378,0.65946,0.85155,0.6786,77.124,87.993,29.643,0.314,29.953,29.565,0.134,29.697,28.875,0.274,29.138,28.711,0.139,28.847,78.757,60.474
"2025-07-18 12:00:00",2850,10.83,33.22,0.5668,0.80733,0.56844,0.80647,82.895,73.446,29.094,0.256,29.339,28.862,0.145,29.001,28.027,0.28,28.305,27.871,0.125,27.995,82.771,64.811,1.0382,0.67703,1.01738,0.66981,69.957,82.837,30.162,0.26,30.419,30.102,0.094,30.193,29.346,0.254,29.592,29.162,0.13,29.287,59.28,57.331
"2025-07-18 12:30:00",2851,10.82,34.06,0.5267,0.85565,0.49588,0.84611,88.097,72.388,29.374,0.266,29.628,29.12,0.162,29.27,28.24,0.282,28.52,28.073,0.121,28.192,91.227,64.752,0.72505,0.59663,0.64037,0.6559,109.596,97.346,30.718,0.406,31.1,30.582,0.214,30.767,29.537,0.316,29.833,29.349,0.164,29.512,109.972,67.068
"2025-07-18 13:00:00",2852,10.8,34.82,0.55122,0.84096,0.54922,0.831,76.952,71.257,29.099,0.239,29.335,28.899,0.138,29.035,28.225,0.264,28.487,28.088,0.115,28.201,69.568,62.871,1.05339,0.63504,1.0033,0.62496,70.96,84.59,30.517,0.24,30.755,30.448,0.088,30.531,29.762,0.241,29.996,29.585,0.129,29.709,57.768,58.836
"2025-07-18 13:30:00",2853,10.78,34.48,0.53188,0.83597,0.5384,0.82611,81.142,71.443,29.028,0.245,29.268,28.842,0.143,28.983,28.175,0.265,28.438,28.046,0.116,28.16,73.758,66.06,0.98081,0.6388,0.95713,0.63276,74.243,83.604,30.211,0.25,30.459,30.165,0.096,30.258,29.596,0.241,29.829,29.433,0.128,29.556,60.294,59.101
"2025-07-18 14:00:00",2854,10.76,34.24,0.56798,0.85983,0.5821,0.84975,91.967,71.254,29.165,0.247,29.405,28.943,0.138,29.079,28.208,0.269,28.475,28.062,0.115,28.175,69.314,63.118,0.94121,0.64887,0.94285,0.64658,73.742,83.105,30.19,0.267,30.454,30.143,0.104,30.246,29.527,0.252,29.77,29.368,0.132,29.495,64.819,58.097
"2025-07-18 14:30:00",2855,10.74,34.05,0.46334,0.8522,0.46839,0.84243,83.016,71.313,29.131,0.246,29.371,28.891,0.154,29.042,28.173,0.274,28.445,28.039,0.118,28.155,80.387,63.929,0.88359,0.64553,0.88573,0.64343,75.944,86.31,30.085,0.274,30.356,30.046,0.113,30.158,29.464,0.255,29.71,29.314,0.134,29.443,67.023,57.786
