"TOA5","CR200Series_305","CR200X","No_SN","CR200X.Std.03","Sapflux2sensors1_20200912.CR2","63887","Table2"
"TIMESTAMP","RECORD","BattV_Min","id","SDI1","SapFlwTot1","VhOut1","VhIn1","AlphaOut1","AlphaIn1","BetaOut1","BetaIn1","tMaxTout1","tMaxTin1"
"TS","RN","Volts","","","unit","unit","unit","unit","unit","unit","unit","unit","unit"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-11-17 15:30:00",16579,11.09822,305,1,0.999,3.51,1.07,0.26301,0.08027,0.20861,0.07408,36.29,34.528
"2021-11-17 16:00:00",16580,11.06716,305,1,0.887,3.07,1,0.22948,0.07458,0.18589,0.07206,36.097,34.595
"2021-11-17 16:30:00",16581,11.06632,305,1,0.754,2.59,0.87,0.19414,0.06538,0.16204,0.06243,35.525,34.177
"2021-11-17 17:00:00",16582,11.05457,305,1,0.63,2.18,0.71,0.16308,0.05298,0.1404,0.06029,34.992,34.06
"2021-11-17 17:30:00",16583,11.04618,305,1,0.511,1.65,0.7,0.12319,0.05261,0.11308,0.0577,35.357,34.166
"2021-11-17 18:00:00",16584,11.03694,305,1,0.408,1.32,0.56,0.09887,0.04185,0.10033,0.05471,35.092,34.16
"2021-11-17 18:30:00",16585,11.02939,305,1,0.374,1.24,0.48,0.09266,0.03586,0.09286,0.05268,35.32,33.714
"2021-11-17 19:00:00",16586,11.00588,305,1,0.354,1.11,0.52,0.08311,0.03906,0.08748,0.05268,34.632,34.271
"2021-11-17 19:30:00",16587,11.0168,305,1,0.334,1.02,0.52,0.07642,0.03898,0.08476,0.05252,34.581,34.633
"2021-11-17 20:00:00",16588,10.99245,305,1,0.305,0.93,0.48,0.06947,0.03586,0.0791,0.05526,34.663,33.886
"2021-11-17 20:30:00",16589,11.00001,305,1,0.295,0.93,0.43,0.06988,0.03206,0.0749,0.04484,34.933,34.672
