TOA5,CR300Series_403,CR300,27029,CR300-RF407.Std.10.03,CPU:CR300_sapflow.CR300,8254,Table1,,,,,,
TIMESTAMP,RECORD,BattV_Min,id,SDI0,SapFlwTot0,VhOuter0,VhInner0,AlphaOut0,AlphaIn0,BetaOut0,BetaIn0,tMaxTout0,tMaxTin0
TS,RN,Volts,,,literPerHour,heatVelocity,heatVelocity,logTRatio,logTRatio,logTRatio,logTRatio,second,second
,,Min,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
6/3/21 6:30,372,12.21,403,0,-0.373,-0.55,-1.1,-0.049,-0.098,-0.039,-0.076,52.41,42.52
6/3/21 7:00,373,12.21,403,0,-0.371,-0.56,-1.08,-0.05,-0.096,-0.041,-0.072,51.89,41.58
6/3/21 7:30,374,12.21,403,0,-0.362,-0.55,-1.05,-0.05,-0.094,-0.042,-0.072,53.65,42.79
6/3/21 8:00,375,12.21,403,0,-0.322,-0.57,-0.85,-0.052,-0.076,-0.043,-0.057,54.08,43.36
6/3/21 8:30,376,12.21,403,0,-0.219,-0.5,-0.46,-0.045,-0.042,-0.038,-0.023,53.07,46.18
6/3/21 9:00,377,12.21,403,0,-0.166,-0.42,-0.31,-0.038,-0.028,-0.033,-0.011,52.84,42.13
6/3/21 9:30,378,12.24,403,0,-0.03,-0.36,0.24,-0.033,0.021,-0.028,0.033,53.1,42.39
6/3/21 10:00,379,12.24,403,0,0.153,-0.34,1.04,-0.031,0.092,-0.028,0.103,52.85,42.39
6/3/21 10:30,380,12.26,403,0,0.286,-0.19,1.48,-0.017,0.131,-0.018,0.132,54.92,44.05
6/3/21 11:00,381,12.27,403,0,0.354,-0.35,1.95,-0.032,0.173,-0.021,0.179,53.26,42.95
6/3/21 11:30,382,12.28,403,0,0.397,-0.47,2.27,-0.042,0.201,-0.033,0.207,52.57,42.82
6/3/21 12:00,383,12.29,403,0,0.447,-0.42,2.44,-0.038,0.216,-0.034,0.223,53.09,41.55
6/3/21 12:30,384,12.3,403,0,0.604,-0.32,3.04,-0.029,0.269,-0.029,0.277,52.78,40.83
6/3/21 13:00,385,12.29,403,0,0.635,-0.15,3,-0.014,0.265,-0.013,0.271,52.32,42
6/3/21 13:30,386,12.29,403,0,0.663,-0.26,3.24,-0.024,0.287,-0.021,0.3,52.89,40.94
6/3/21 14:00,387,12.27,403,0,0.667,-0.09,3.08,-0.009,0.273,-0.015,0.278,52.43,42.37
6/3/21 14:30,388,12.27,403,0,0.584,-0.32,2.95,-0.029,0.261,-0.025,0.27,53.07,41.12
6/3/21 15:00,389,12.26,403,0,0.644,-0.16,3.05,-0.015,0.27,-0.014,0.274,51.22,41.17
6/3/21 15:30,390,12.25,403,0,0.509,-0.27,2.56,-0.025,0.227,-0.022,0.231,51.97,42.08
6/3/21 16:00,391,12.23,403,0,0.401,-0.34,2.15,-0.031,0.19,-0.024,0.196,52.4,41.43
6/3/21 16:30,392,12.23,403,0,0.275,-0.37,1.62,-0.034,0.144,-0.028,0.152,52.19,42.86
6/3/21 17:00,393,12.22,403,0,-0.017,-0.23,0.16,-0.021,0.015,-0.021,0.032,50.77,40.87
6/3/21 17:30,394,12.22,403,0,-0.244,-0.38,-0.7,-0.034,-0.063,-0.029,-0.038,52.76,40.41
6/3/21 18:00,395,12.21,403,0,-0.263,-0.44,-0.72,-0.04,-0.065,-0.032,-0.045,51.94,39.59
6/3/21 18:30,396,12.21,403,0,-0.305,-0.41,-0.94,-0.037,-0.084,-0.034,-0.058,53.18,43.02
6/3/21 19:00,397,12.21,403,0,-0.334,-0.43,-1.05,-0.039,-0.094,-0.027,-0.066,52.31,38.58
6/3/21 19:30,398,12.2,403,0,-0.307,-0.37,-0.99,-0.034,-0.089,-0.025,-0.064,53.23,42.51
6/3/21 20:00,399,12.2,403,0,-0.284,-0.35,-0.91,-0.032,-0.081,-0.028,-0.058,51.18,41.13
6/3/21 20:30,400,12.2,403,0,-0.33,-0.47,-0.99,-0.043,-0.089,-0.035,-0.062,52.45,40.92
6/3/21 21:00,401,12.2,403,0,-0.293,-0.36,-0.94,-0.032,-0.084,-0.031,-0.06,53.73,40.72
6/3/21 21:30,402,12.19,403,0,-0.362,-0.53,-1.07,-0.048,-0.096,-0.04,-0.071,53.03,41.49
6/3/21 22:00,403,12.19,403,0,-0.313,-0.37,-1.02,-0.034,-0.091,-0.03,-0.067,51.28,41.38
6/3/21 22:30,404,12.19,403,0,-0.339,-0.45,-1.05,-0.041,-0.094,-0.035,-0.069,52.67,40.98
6/3/21 23:00,405,12.19,403,0,-0.369,-0.53,-1.1,-0.048,-0.098,-0.038,-0.069,53.68,38.88
6/3/21 23:30,406,12.18,403,0,-0.334,-0.43,-1.05,-0.039,-0.094,-0.036,-0.069,52.05,42.15
6/4/21 0:00,407,12.18,403,0,-0.357,-0.51,-1.07,-0.046,-0.096,-0.039,-0.066,53,43.1
6/4/21 0:30,408,12.18,403,0,-0.357,-0.53,-1.05,-0.048,-0.094,-0.037,-0.071,52.01,42.26
6/4/21 1:00,409,12.18,403,0,-0.364,-0.53,-1.08,-0.048,-0.096,-0.039,-0.071,53.08,42.2
6/4/21 1:30,410,12.18,403,0,-0.375,-0.55,-1.11,-0.05,-0.099,-0.039,-0.073,52.77,42.46
6/4/21 2:00,411,12.18,403,0,-0.364,-0.53,-1.08,-0.048,-0.097,-0.037,-0.071,52.16,41.85
6/4/21 2:30,412,12.18,403,0,-0.375,-0.55,-1.11,-0.05,-0.099,-0.039,-0.073,51.75,41.19
6/4/21 3:00,413,12.18,403,0,-0.369,-0.55,-1.08,-0.05,-0.096,-0.04,-0.073,52.16,42
6/4/21 3:30,414,12.17,403,0,-0.355,-0.49,-1.08,-0.044,-0.096,-0.037,-0.071,51.9,41.85
6/4/21 4:00,415,12.17,403,0,-0.362,-0.55,-1.05,-0.049,-0.094,-0.04,-0.069,52.87,42.15
6/4/21 4:30,416,12.17,403,0,-0.362,-0.55,-1.05,-0.05,-0.094,-0.039,-0.067,52.62,42.72
6/4/21 5:00,417,12.16,403,0,-0.358,-0.55,-1.03,-0.05,-0.092,-0.04,-0.067,51.61,41.29
6/4/21 5:30,418,12.16,403,0,-0.348,-0.49,-1.05,-0.044,-0.094,-0.037,-0.071,52.26,41.54
6/4/21 6:00,419,12.17,403,0,-0.341,-0.48,-1.03,-0.043,-0.092,-0.037,-0.067,52,42.09
6/4/21 6:30,420,12.16,403,0,-0.337,-0.49,-1,-0.045,-0.089,-0.037,-0.067,51.53,41.22
6/4/21 7:00,421,12.16,403,0,-0.34,-0.53,-0.97,-0.048,-0.087,-0.039,-0.063,51.42,41.37
6/4/21 7:30,422,12.16,403,0,-0.359,-0.51,-1.08,-0.046,-0.096,-0.036,-0.071,51.83,41.67
6/4/21 8:00,423,12.16,403,0,-0.371,-0.53,-1.11,-0.048,-0.099,-0.041,-0.071,52.33,42.01
6/4/21 8:30,424,12.16,403,0,-0.377,-0.53,-1.14,-0.048,-0.102,-0.039,-0.076,52.67,41.54
6/4/21 9:00,425,12.16,403,0,-0.373,-0.49,-1.16,-0.045,-0.104,-0.037,-0.08,52.88,43.13
6/4/21 9:30,426,12.16,403,0,-0.385,-0.57,-1.13,-0.051,-0.101,-0.042,-0.08,53.22,41.69
6/4/21 10:00,427,12.15,403,0,-0.355,-0.47,-1.1,-0.042,-0.098,-0.039,-0.078,52,41.43
6/4/21 10:30,428,12.15,403,0,-0.364,-0.5,-1.11,-0.045,-0.099,-0.039,-0.076,52.93,42.77
6/4/21 11:00,429,12.15,403,0,-0.387,-0.54,-1.17,-0.049,-0.105,-0.038,-0.079,52.15,42.4
6/4/21 11:30,430,12.15,403,0,-0.377,-0.53,-1.14,-0.048,-0.102,-0.04,-0.076,53.43,41.9
6/4/21 12:00,431,12.15,403,0,-0.322,-0.53,-0.89,-0.048,-0.08,-0.041,-0.059,51.85,42.51
6/4/21 12:30,432,12.16,403,0,-0.204,-0.55,-0.34,-0.049,-0.031,-0.041,-0.017,53.6,42.47
6/4/21 13:00,433,12.17,403,0,0.095,-0.32,0.76,-0.029,0.067,-0.026,0.077,52.17,42.67
6/4/21 13:30,434,12.18,403,0,0.304,-0.36,1.74,-0.033,0.154,-0.028,0.164,53.69,43.22
6/4/21 14:00,435,12.18,403,0,0.485,-0.16,2.34,-0.015,0.207,-0.014,0.211,50.98,43.52
6/4/21 14:30,436,12.17,403,0,0.439,-0.35,2.33,-0.032,0.206,-0.027,0.209,54.71,41.13
6/4/21 15:00,437,12.18,403,0,0.484,-0.28,2.46,-0.026,0.218,-0.023,0.225,54.55,42.35
6/4/21 15:30,438,12.17,403,0,0.649,-0.11,3.02,-0.011,0.267,-0.01,0.276,52.84,42.78
6/4/21 16:00,439,12.17,403,0,0.577,-0.37,2.97,-0.034,0.263,-0.025,0.269,49.76,42.71
6/4/21 16:30,440,12.16,403,0,0.307,-0.31,1.7,-0.028,0.151,-0.021,0.149,51.4,40.83
6/4/21 17:00,441,12.15,403,0,0.027,-0.41,0.55,-0.037,0.049,-0.029,0.058,51.19,42.35
6/4/21 17:30,442,12.15,403,0,-0.091,-0.44,0.05,-0.04,0.005,-0.034,0.021,52.92,42.05
6/4/21 18:00,443,12.15,403,0,-0.051,-0.48,0.27,-0.043,0.024,-0.035,0.04,53.69,41.74
6/4/21 18:30,444,12.15,403,0,0.171,-0.3,1.08,-0.027,0.096,-0.024,0.104,51.5,43.23
6/4/21 19:00,445,12.14,403,0,0.06,-0.42,0.71,-0.038,0.063,-0.034,0.071,51.29,41.13
6/4/21 19:30,446,12.14,403,0,-0.024,-0.47,0.38,-0.042,0.034,-0.034,0.047,52.1,41.53
6/4/21 20:00,447,12.14,403,0,-0.113,-0.47,-0.02,-0.042,-0.002,-0.035,0.013,51.2,41.55
6/4/21 20:30,448,12.14,403,0,-0.217,-0.52,-0.43,-0.047,-0.039,-0.038,-0.02,52.53,41.81
6/4/21 21:00,449,12.13,403,0,-0.241,-0.49,-0.57,-0.044,-0.052,-0.036,-0.031,52.01,42.26
6/4/21 21:30,450,12.13,403,0,-0.295,-0.53,-0.77,-0.048,-0.069,-0.04,-0.046,51.39,41.08
6/4/21 22:00,451,12.13,403,0,-0.322,-0.54,-0.88,-0.049,-0.079,-0.038,-0.057,51.95,41.9
6/4/21 22:30,452,12.12,403,0,-0.349,-0.61,-0.93,-0.055,-0.084,-0.043,-0.059,51.75,41.7
6/4/21 23:00,453,12.12,403,0,-0.356,-0.57,-1,-0.051,-0.09,-0.044,-0.065,51.85,41.54
6/4/21 23:30,454,12.12,403,0,-0.374,-0.59,-1.06,-0.053,-0.095,-0.041,-0.072,52.12,41.81
6/5/21 0:00,455,12.11,403,0,-0.352,-0.45,-1.11,-0.041,-0.099,-0.035,-0.076,53.63,42.1
6/5/21 0:30,456,12.11,403,0,-0.389,-0.55,-1.17,-0.05,-0.104,-0.04,-0.076,52.46,40.92
6/5/21 1:00,457,12.11,403,0,-0.387,-0.54,-1.17,-0.048,-0.104,-0.039,-0.076,52.3,41.18
6/5/21 1:30,458,12.11,403,0,-0.391,-0.58,-1.15,-0.052,-0.102,-0.043,-0.076,51.85,41.69
6/5/21 2:00,459,12.11,403,0,-0.396,-0.6,-1.15,-0.054,-0.103,-0.041,-0.079,52.62,41.64
6/5/21 2:30,460,12.1,403,0,-0.396,-0.59,-1.16,-0.053,-0.103,-0.041,-0.079,52.37,41.64
6/5/21 3:00,461,12.1,403,0,-0.391,-0.58,-1.15,-0.052,-0.103,-0.044,-0.077,52.14,41.43
6/5/21 3:30,462,12.1,403,0,-0.396,-0.6,-1.15,-0.054,-0.103,-0.043,-0.077,52.21,41.49
6/5/21 4:00,463,12.1,403,0,-0.373,-0.52,-1.13,-0.047,-0.101,-0.038,-0.077,52.12,41.4
6/5/21 4:30,464,12.1,403,0,-0.38,-0.58,-1.1,-0.052,-0.098,-0.041,-0.07,52.07,42.32
6/5/21 5:00,465,12.09,403,0,-0.378,-0.6,-1.07,-0.054,-0.096,-0.044,-0.068,52.23,41.91
6/5/21 5:30,466,12.09,403,0,-0.364,-0.56,-1.05,-0.051,-0.093,-0.041,-0.068,51.81,42.31
6/5/21 6:00,467,12.09,403,0,-0.374,-0.58,-1.07,-0.052,-0.096,-0.041,-0.066,52.63,41.91
6/5/21 6:30,468,12.09,403,0,-0.367,-0.61,-1.01,-0.055,-0.09,-0.044,-0.065,51.91,41.75
6/5/21 7:00,469,12.09,403,0,-0.315,-0.58,-0.81,-0.053,-0.072,-0.043,-0.052,52.82,42.51
6/5/21 7:30,470,12.09,403,0,-0.203,-0.52,-0.37,-0.047,-0.033,-0.04,-0.015,53.79,42.66
6/5/21 8:00,471,12.09,403,0,-0.058,-0.48,0.24,-0.043,0.021,-0.038,0.034,53.19,43.03
6/5/21 8:30,472,12.09,403,0,0.132,-0.43,1.04,-0.039,0.092,-0.032,0.102,53.09,42.62
6/5/21 9:00,473,12.09,403,0,0.365,-0.36,2.01,-0.033,0.178,-0.03,0.182,53.65,42.11
6/5/21 9:30,474,12.12,403,0,0.666,0.04,2.94,0.003,0.26,-0.002,0.264,54.63,42.53
6/5/21 10:00,475,12.11,403,0,0.738,-0.31,3.63,-0.028,0.321,-0.021,0.338,52.08,41.1
6/5/21 10:30,476,12.17,403,0,0.671,-0.76,3.8,-0.068,0.336,-0.06,0.372,50.6,41.1
6/5/21 11:00,477,12.17,403,0,0.953,0.58,3.66,0.051,0.324,-99,0.377,-99,41.83
6/5/21 11:30,478,12.18,403,0,1.305,0.93,4.87,0.083,0.431,0.053,0.437,51.56,38.8
6/5/21 12:00,479,12.2,403,0,1.225,0.96,4.48,0.085,0.396,0.065,0.411,57.89,40.22
6/5/21 12:30,480,12.2,403,0,1.054,0.38,4.32,0.034,0.383,0.021,0.392,51.45,40.32
6/5/21 13:00,481,12.2,403,0,0.878,-0.39,4.34,-0.035,0.384,-0.023,0.405,51.48,39.12
6/5/21 13:30,482,12.19,403,0,0.991,-0.07,4.51,-0.007,0.399,-0.007,0.413,51.74,38.56
6/5/21 14:00,483,12.21,403,0,0.954,-0.21,4.49,-0.019,0.397,-0.017,0.419,53.45,40.28
6/5/21 14:30,484,12.19,403,0,0.954,-0.15,4.43,-0.014,0.392,-0.013,0.42,52.23,39.72
6/5/21 15:00,485,12.18,403,0,0.936,-0.15,4.35,-0.014,0.385,-0.01,0.409,51.79,41.32
6/5/21 15:30,486,12.17,403,0,0.924,-0.07,4.21,-0.007,0.373,-0.005,0.394,52.56,39.38
6/5/21 16:00,487,12.17,403,0,0.905,-0.17,4.23,-0.016,0.375,-0.014,0.392,52.8,38.95
6/5/21 16:30,488,12.16,403,0,0.909,-0.01,4.08,-0.002,0.361,-0.005,0.374,51.93,40.95
6/5/21 17:00,489,12.15,403,0,0.843,-0.1,3.88,-0.009,0.343,-0.009,0.346,52.2,41.47
6/5/21 17:30,490,12.15,403,0,0.721,-0.26,3.5,-0.023,0.309,-0.019,0.309,52.36,41.63
6/5/21 18:00,491,12.14,403,0,0.625,-0.28,3.09,-0.026,0.274,-0.019,0.273,52.26,41.94
6/5/21 18:30,492,12.13,403,0,0.555,-0.28,2.78,-0.026,0.246,-0.023,0.244,52.75,41.61
6/5/21 19:00,493,12.13,403,0,0.421,-0.35,2.25,-0.032,0.199,-0.026,0.199,51.29,42.35
6/5/21 19:30,494,12.13,403,0,0.277,-0.41,1.67,-0.037,0.148,-0.032,0.147,51.97,42.07
6/5/21 20:00,495,12.12,403,0,0.143,-0.39,1.05,-0.035,0.093,-0.03,0.097,51.32,41.26
6/5/21 20:30,496,12.12,403,0,-0.033,-0.43,0.3,-0.039,0.027,-0.031,0.041,52.24,40.85
6/5/21 21:00,497,12.11,403,0,-0.155,-0.57,-0.1,-0.051,-0.01,-0.041,0.007,51.77,42.12
6/5/21 21:30,498,12.1,403,0,-0.19,-0.51,-0.32,-0.046,-0.03,-0.036,-0.011,51.65,41.74
6/5/21 22:00,499,12.1,403,0,-0.224,-0.54,-0.44,-0.049,-0.039,-0.04,-0.017,52.43,41.71
6/5/21 22:30,500,12.1,403,0,-0.244,-0.56,-0.51,-0.05,-0.046,-0.041,-0.026,52.35,40.96
6/5/21 23:00,501,12.09,403,0,-0.252,-0.49,-0.62,-0.045,-0.056,-0.037,-0.035,52.45,43.51
6/5/21 23:30,502,12.09,403,0,-0.266,-0.54,-0.63,-0.049,-0.056,-0.036,-0.035,52.07,41.35
6/6/21 0:00,503,12.09,403,0,-0.27,-0.54,-0.65,-0.049,-0.059,-0.038,-0.035,52.27,40.98
6/6/21 0:30,504,12.08,403,0,-0.291,-0.6,-0.68,-0.054,-0.061,-0.043,-0.037,52.05,41.74
6/6/21 1:00,505,12.08,403,0,-0.284,-0.54,-0.71,-0.049,-0.063,-0.039,-0.043,52.79,41.65
6/6/21 1:30,506,12.08,403,0,-0.281,-0.5,-0.74,-0.045,-0.066,-0.038,-0.044,51.64,41.59
6/6/21 2:00,507,12.07,403,0,-0.277,-0.54,-0.68,-0.049,-0.061,-0.038,-0.039,53.37,40.87
6/6/21 2:30,508,12.07,403,0,-0.293,-0.55,-0.74,-0.05,-0.067,-0.043,-0.042,51.74,41.02
6/6/21 3:00,509,12.07,403,0,-0.279,-0.54,-0.69,-0.049,-0.062,-0.04,-0.042,52.82,40.47
6/6/21 3:30,510,12.07,403,0,-0.295,-0.56,-0.74,-0.05,-0.066,-0.041,-0.041,51.5,41.85
6/6/21 4:00,511,12.07,403,0,-0.282,-0.55,-0.69,-0.05,-0.062,-0.04,-0.04,51.94,40.97
6/6/21 4:30,512,12.06,403,0,-0.295,-0.55,-0.75,-0.049,-0.067,-0.04,-0.042,51.37,41.88
6/6/21 5:00,513,12.06,403,0,-0.3,-0.55,-0.77,-0.049,-0.069,-0.041,-0.042,51.86,41.95
6/6/21 5:30,514,12.06,403,0,-0.309,-0.56,-0.8,-0.051,-0.072,-0.043,-0.046,52.98,41.85
6/6/21 6:00,515,12.05,403,0,-0.316,-0.6,-0.79,-0.054,-0.071,-0.044,-0.046,52.46,41.18
6/6/21 6:30,516,12.05,403,0,-0.28,-0.58,-0.65,-0.052,-0.059,-0.043,-0.037,52.6,41.63
6/6/21 7:00,517,12.05,403,0,-0.204,-0.57,-0.32,-0.051,-0.029,-0.04,-0.011,53.01,41.88
6/6/21 7:30,518,12.05,403,0,-0.071,-0.46,0.16,-0.042,0.014,-0.037,0.03,53.12,42.81
6/6/21 8:00,519,12.05,403,0,0.069,-0.44,0.77,-0.039,0.069,-0.033,0.076,53.96,42.83
6/6/21 8:30,520,12.05,403,0,0.219,-0.44,1.44,-0.039,0.128,-0.034,0.134,52.27,42.22
6/6/21 9:00,521,12.05,403,0,0.369,-0.36,2.03,-0.033,0.18,-0.03,0.182,52.93,42.62
6/6/21 9:30,522,12.09,403,0,0.616,-0.07,2.83,-0.007,0.25,-0.007,0.252,53.48,41.94
6/6/21 10:00,523,12.07,403,0,0.613,-0.49,3.26,-0.044,0.288,-0.035,0.297,51.41,41.65
6/6/21 10:30,524,12.13,403,0,0.542,-1.09,3.57,-0.097,0.316,-0.085,0.343,49.31,40.88
6/6/21 11:00,525,12.13,403,0,1.134,1.07,3.96,0.095,0.35,-99,0.388,-99,41.18
6/6/21 11:30,526,12.14,403,0,1.18,0.32,4.95,0.028,0.438,0.014,0.445,48.4,39.57
6/6/21 12:00,527,12.16,403,0,1.284,0.83,4.88,0.074,0.432,0.056,0.454,59.36,39.09
6/6/21 12:30,528,12.17,403,0,1.158,0.35,4.82,0.031,0.427,0.018,0.457,55.16,39.29
6/6/21 13:00,529,12.16,403,0,0.965,-0.41,4.75,-0.037,0.421,-0.026,0.452,51.97,40.43
6/6/21 13:30,530,12.15,403,0,1.108,0.04,4.92,0.004,0.436,-0.002,0.457,51.66,40.12
6/6/21 14:00,531,12.17,403,0,1.059,-0.15,4.9,-0.014,0.434,-0.009,0.467,52.85,39.26
6/6/21 14:30,532,12.15,403,0,1.054,-0.05,4.77,-0.005,0.422,-0.007,0.458,53.87,39.72
6/6/21 15:00,533,12.14,403,0,1.071,0.08,4.71,0.007,0.416,0.004,0.446,51.56,38.23
6/6/21 15:30,534,12.13,403,0,1,-0.09,4.57,-0.009,0.404,-0.007,0.434,53.44,39.04
6/6/21 16:00,535,12.13,403,0,1.105,0.2,4.74,0.017,0.42,0.007,0.436,52.93,40.02
6/6/21 16:30,536,12.13,403,0,0.916,-0.15,4.26,-0.014,0.377,-0.015,0.394,54.1,39.96
6/6/21 17:00,537,12.12,403,0,0.89,-0.14,4.13,-0.013,0.365,-0.012,0.374,52.48,41.09
6/6/21 17:30,538,12.11,403,0,0.857,-0.03,3.87,-0.004,0.342,-0.007,0.344,52.47,40.78
6/6/21 18:00,539,12.1,403,0,0.683,-0.24,3.31,-0.022,0.293,-0.019,0.295,53.19,40.02
6/6/21 18:30,540,12.09,403,0,0.569,-0.26,2.82,-0.024,0.25,-0.021,0.247,53.26,42.38
6/6/21 19:00,541,12.09,403,0,0.448,-0.3,2.32,-0.028,0.205,-0.024,0.203,51.71,41.65
6/6/21 19:30,542,12.09,403,0,0.302,-0.33,1.7,-0.03,0.15,-0.027,0.149,51.2,41.3
6/6/21 20:00,543,12.08,403,0,0.098,-0.43,0.89,-0.039,0.079,-0.035,0.085,51.45,41.39
6/6/21 20:30,544,12.07,403,0,-0.049,-0.48,0.28,-0.043,0.025,-0.033,0.039,51.42,41.92
6/6/21 21:00,545,12.07,403,0,-0.132,-0.52,-0.05,-0.047,-0.005,-0.04,0.011,51.66,40.78
6/6/21 21:30,546,12.06,403,0,-0.184,-0.56,-0.24,-0.05,-0.022,-0.042,-0.004,51.77,40.79
6/6/21 22:00,547,12.06,403,0,-0.228,-0.59,-0.41,-0.053,-0.037,-0.045,-0.018,51.32,41.25
6/6/21 22:30,548,12.06,403,0,-0.255,-0.57,-0.55,-0.051,-0.05,-0.045,-0.026,51.67,42.02
6/6/21 23:00,549,12.05,403,0,-0.264,-0.55,-0.61,-0.05,-0.055,-0.04,-0.031,51.1,41.19
6/6/21 23:30,550,12.05,403,0,-0.278,-0.59,-0.63,-0.053,-0.057,-0.042,-0.035,51.82,41.5
6/7/21 0:00,551,12.04,403,0,-0.298,-0.59,-0.72,-0.053,-0.065,-0.04,-0.042,53.15,42.43
6/7/21 0:30,552,12.04,403,0,-0.298,-0.58,-0.73,-0.052,-0.065,-0.042,-0.044,51.7,41.13
6/7/21 1:00,553,12.04,403,0,-0.306,-0.57,-0.78,-0.052,-0.07,-0.04,-0.047,52.33,41.2
6/7/21 1:30,554,12.03,403,0,-0.3,-0.58,-0.74,-0.052,-0.067,-0.041,-0.044,51.65,41.34
6/7/21 2:00,555,12.03,403,0,-0.305,-0.6,-0.74,-0.054,-0.066,-0.046,-0.042,52.75,41.77
6/7/21 2:30,556,12.03,403,0,-0.286,-0.55,-0.71,-0.05,-0.064,-0.042,-0.044,52.08,42.02
6/7/21 3:00,557,12.03,403,0,-0.279,-0.51,-0.72,-0.046,-0.065,-0.038,-0.044,52,41.43
6/7/21 3:30,558,12.02,403,0,-0.286,-0.51,-0.75,-0.046,-0.068,-0.039,-0.047,51.6,40.88
6/7/21 4:00,559,12.02,403,0,-0.306,-0.56,-0.79,-0.05,-0.07,-0.039,-0.047,51.31,40.59
6/7/21 4:30,560,12.02,403,0,-0.3,-0.56,-0.76,-0.05,-0.068,-0.042,-0.047,52.32,41.04
6/7/21 5:00,561,12.02,403,0,-0.32,-0.6,-0.81,-0.054,-0.073,-0.046,-0.049,51.87,41.81
6/7/21 5:30,562,12.02,403,0,-0.308,-0.55,-0.81,-0.05,-0.073,-0.042,-0.049,52.73,42
6/7/21 6:00,563,12.01,403,0,-0.293,-0.59,-0.7,-0.053,-0.062,-0.042,-0.042,52.57,41.44
6/7/21 6:30,564,12.01,403,0,-0.235,-0.54,-0.49,-0.049,-0.044,-0.043,-0.024,52.32,41.19
6/7/21 7:00,565,12.01,403,0,-0.134,-0.51,-0.07,-0.046,-0.007,-0.039,0.009,53.33,43.02
6/7/21 7:30,566,12.01,403,0,0.004,-0.48,0.52,-0.043,0.046,-0.036,0.05,52.84,43.75
6/7/21 8:00,567,12.01,403,0,0.092,-0.4,0.83,-0.037,0.073,-0.031,0.078,52.21,42.46
6/7/21 8:30,568,12.01,403,0,0.235,-0.39,1.46,-0.035,0.129,-0.032,0.128,51.57,42.07
6/7/21 9:00,569,12.01,403,0,0.36,-0.43,2.06,-0.039,0.182,-0.034,0.184,52.84,42.37
6/7/21 9:30,570,12.03,403,0,0.447,-0.4,2.42,-0.036,0.214,-0.028,0.21,51.7,41.64
6/7/21 10:00,571,12.03,403,0,0.372,-0.26,1.94,-0.024,0.172,-0.023,0.166,52.41,42.1
6/7/21 10:30,572,12.07,403,0,0.146,-1.58,2.31,-0.14,0.205,-0.113,0.215,50.7,43.25
6/7/21 11:00,573,12.07,403,0,0.758,0.32,3.06,0.028,0.27,0.023,0.283,66.39,43.17
6/7/21 11:30,574,12.09,403,0,0.926,-0.06,4.21,-0.007,0.373,-0.016,0.364,49.09,39.19
6/7/21 12:00,575,12.11,403,0,1.189,1.13,4.14,0.1,0.367,0.08,0.371,67.99,39.45
6/7/21 12:30,576,12.12,403,0,1.064,0.31,4.44,0.027,0.393,0.016,0.402,54.41,39.86
6/7/21 13:00,577,12.11,403,0,0.972,-0.15,4.51,-0.014,0.399,-0.017,0.417,53.96,39.72
6/7/21 13:30,578,12.1,403,0,1.019,-0.12,4.69,-0.011,0.415,-0.011,0.424,51.56,38.39
6/7/21 14:00,579,12.12,403,0,0.997,-0.09,4.56,-0.009,0.403,-0.008,0.417,53.5,40.48
6/7/21 14:30,580,12.1,403,0,0.999,-0.11,4.59,-0.011,0.406,-0.012,0.422,53.84,40.27
6/7/21 15:00,581,12.09,403,0,0.996,-0.01,4.47,-0.002,0.395,-0.005,0.412,53.69,40.37
6/7/21 15:30,582,12.08,403,0,0.958,-0.17,4.47,-0.016,0.395,-0.014,0.416,52.81,39.9
6/7/21 16:00,583,12.08,403,0,1,-0.05,4.53,-0.006,0.401,-0.007,0.416,51.8,40.51
6/7/21 16:30,584,12.07,403,0,0.982,-0.03,4.43,-0.004,0.392,-0.003,0.408,52.93,41.24
6/7/21 17:00,585,12.06,403,0,0.933,-0.09,4.27,-0.009,0.378,-0.009,0.388,51.39,41.08
6/7/21 17:30,586,12.06,403,0,0.874,-0.18,4.1,-0.017,0.363,-0.014,0.362,52.11,40.17
6/7/21 18:00,587,12.05,403,0,0.777,-0.18,3.67,-0.017,0.325,-0.012,0.323,52.2,40.25
6/7/21 18:30,588,12.04,403,0,0.643,-0.26,3.15,-0.024,0.279,-0.023,0.277,51.96,41.8
6/7/21 19:00,589,12.04,403,0,0.549,-0.26,2.73,-0.024,0.241,-0.021,0.238,52.99,42.27
6/7/21 19:30,590,12.03,403,0,0.331,-0.39,1.89,-0.036,0.167,-0.028,0.164,53,41.3
6/7/21 20:00,591,12.03,403,0,0.141,-0.42,1.07,-0.038,0.095,-0.032,0.101,51.29,40.16
6/7/21 20:30,592,12.02,403,0,-0.018,-0.49,0.43,-0.044,0.038,-0.038,0.042,51.61,41.14
6/7/21 21:00,593,12.02,403,0,-0.12,-0.5,-0.02,-0.045,-0.003,-0.039,0.011,52.39,41.67
6/7/21 21:30,594,12.01,403,0,-0.176,-0.52,-0.25,-0.047,-0.023,-0.039,-0.004,52.45,40.5
6/7/21 22:00,595,12.01,403,0,-0.23,-0.54,-0.47,-0.049,-0.043,-0.041,-0.022,51.46,41.4
6/7/21 22:30,596,12,403,0,-0.248,-0.51,-0.58,-0.046,-0.053,-0.039,-0.036,51.55,40.83
6/7/21 23:00,597,12,403,0,-0.287,-0.59,-0.67,-0.053,-0.06,-0.045,-0.04,52.32,41.6
