"TOA5","CR200Series_304","CR2xx","","v05","Sapflux2sensor.","63887","Table2"
"TIMESTAMP","RECORD","BattV_Min","id","SDI1","SapFlwTot1","VhOut1","VhIn1","AlphaOut1","AlphaIn1","BetaOut1","BetaIn1","tMaxTout1","tMaxTin1"
"TS","RN","Volts","","","unit","unit","unit","unit","unit","unit","unit","unit","unit"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-08-03 12:00:00",5144,13.01298,304,1,0.181,3.64,0.9,0.32194,0.07928,0.27858,-0.08561,56.825,40.157
"2024-08-03 12:30:00",5145,12.90721,304,1,0.173,3.48,0.88,0.30828,0.07754,0.275,-0.08485,58.612,40.953
"2024-08-03 13:00:00",5146,12.90721,304,1,0.181,3.71,0.83,0.32868,0.07362,0.28267,-0.08671,56.668,40.399
"2024-08-03 13:30:00",5147,12.91477,304,1,0.184,3.74,0.87,0.33112,0.07736,0.29764,-0.08295,62.718,41.482
"2024-08-03 14:00:00",5148,12.88874,304,1,0.175,3.54,0.86,0.31345,0.07588,0.27528,-0.08687,57.163,39.398
"2024-08-03 14:30:00",5149,12.91896,304,1,0.187,3.78,0.91,0.33446,0.08074,0.30862,-0.08077,65.399,40.284
"2024-08-03 15:00:00",5150,12.90637,304,1,0.143,2.85,0.75,0.25213,0.0662,0.22458,-0.08847,55.787,41.172
"2024-08-03 15:30:00",5151,12.9198,304,1,0.16,3.27,0.72,0.28971,0.06378,0.24652,-0.09705,55.137,40.793
"2024-08-03 16:00:00",5152,12.90469,304,1,0.144,2.99,0.61,0.26436,0.0538,0.22806,-0.09659,55.895,39.212
"2024-08-03 16:30:00",5153,12.89966,304,1,0.144,3.04,0.53,0.26872,0.0467,0.21702,-0.10401,55.56,39.969
"2024-08-03 17:00:00",5154,12.90721,304,1,0.124,2.58,0.5,0.22853,0.0441,0.18853,-0.10753,55.398,40.118
