"TOA5","CR200Series_305","CR200X","No_SN","CR200X.Std.03","Sapflux2sensors1.CR2","63887","Table2"
"TIMESTAMP","RECORD","BattV_Min","id","SDI1","SapFlwTot1","VhOut1","VhIn1","AlphaOut1","AlphaIn1","BetaOut1","BetaIn1","tMaxTout1","tMaxTin1"
"TS","RN","Volts","","","unit","unit","unit","unit","unit","unit","unit","unit","unit"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-05-30 20:00:00",2040,12.93491,305,1,0.063,0.51,1.32,0.04495,0.11708,0.02502,0.0126,57.89,48.204
"2024-05-30 20:30:00",2041,12.91812,305,1,0.032,0.19,0.78,0.01666,0.06878,-0.00229,-0.02799,57.916,48.476
"2024-05-30 21:00:00",2042,12.90973,305,1,0.014,0.03,0.39,0.00232,0.03444,-0.01141,-0.05601,57.89,49.181
"2024-05-30 21:30:00",2043,12.90721,305,1,0.001,-0.07,0.13,-0.00701,0.0114,-0.02255,-0.07359,58.173,48.893
"2024-05-30 22:00:00",2044,12.89714,305,1,-0.005,-0.15,0,-0.01417,0,-0.02735,-0.08395,56.709,48.522
"2024-05-30 22:30:00",2045,12.88455,305,1,-0.015,-0.28,-0.15,-0.02557,-0.01423,-0.03599,-0.09631,58.764,49.067
"2024-05-30 23:00:00",2046,12.89546,305,1,-0.013,-0.23,-0.15,-0.02091,-0.01423,-0.03371,-0.09631,58.167,48.881
"2024-05-30 23:30:00",2047,12.89042,305,1,-0.012,-0.2,-0.15,-0.01855,-0.01423,-0.03141,-0.09631,58.419,47.62
"2024-05-31 00:00:00",2048,12.88623,305,1,-0.014,-0.22,-0.18,-0.02061,-0.01697,-0.03335,-0.09605,57.973,48.275
"2024-05-31 00:30:00",2049,12.88119,305,1,-0.017,-0.22,-0.28,-0.02073,-0.02535,-0.03121,-0.10593,57.83,48.545
