"TOA5","CR300Series_422","CR300","27031","CR300-RF407.Std.10.04","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-05-20 17:30:00",43,12.93,22.48,0.78069,1.07892,0.74293,1.0008,77.778,70.14,19.628,0.494,20.117,19.612,0.235,19.836,19.069,0.506,19.572,19.054,0.186,19.225,52.57,47.169,2.04165,0.94707,1.38169,0.83533,57.755,69.702,22.678,0.434,23.094,22.404,0.109,22.458,21.065,0.498,21.56,20.961,0.216,21.153,39.929,45.302
"2025-05-20 18:00:00",44,12.93,23.14,0.65258,0.99301,0.6722,0.8841,88.317,69.756,19.432,0.474,19.891,19.386,0.242,19.625,19.179,0.443,19.619,19.159,0.183,19.322,73.046,44.8,1.04653,0.92866,0.95477,0.79063,68.792,69.614,20.931,0.53,21.455,20.938,0.204,21.122,20.609,0.452,21.057,20.652,0.205,20.829,59.06,45.221
"2025-05-20 18:30:00",45,12.94,23.22,1.35878,1.12071,1.05812,0.96859,74.231,66.843,19.447,0.363,19.805,19.402,0.126,19.494,19.216,0.461,19.673,19.198,0.175,19.347,47.285,43.127,1.02623,0.99257,0.95695,0.83573,67.78,69.866,20.502,0.539,21.035,20.498,0.207,20.689,20.352,0.459,20.808,20.403,0.199,20.572,56.786,44.465
"2025-05-20 19:00:00",46,12.93,22.54,0.57406,0.98715,0.5809,0.91733,89.693,70.881,19.553,0.522,20.059,19.517,0.292,19.802,19.249,0.478,19.724,19.239,0.191,19.416,109.935,46.914,0.95242,0.87468,0.82469,0.81233,64.127,74.303,21.432,0.714,22.137,21.476,0.313,21.748,20.422,0.534,20.952,20.417,0.237,20.638,50.35,48.896
"2025-05-20 19:30:00",47,12.94,23.06,0.70587,1.07529,0.72442,0.96321,80.008,69.64,19.789,0.487,20.263,19.744,0.236,19.978,19.499,0.469,19.965,19.474,0.179,19.633,74.67,45.178,1.46337,0.99237,1.19413,0.83314,59.081,68.753,20.953,0.472,21.411,20.894,0.143,21,20.513,0.467,20.977,20.525,0.203,20.697,50.608,45.614
"2025-05-20 20:00:00",48,12.93,23.35,0.83265,1.09425,0.81273,0.96941,84.296,69.209,20.024,0.417,20.431,19.956,0.185,20.133,19.698,0.464,20.158,19.672,0.176,19.826,103.293,44,0.90718,0.97151,0.90094,0.83526,71.056,69.35,20.736,0.549,21.281,20.699,0.223,20.919,20.443,0.468,20.908,20.462,0.203,20.638,57.535,45.971
"2025-05-20 20:30:00",49,12.94,23.11,0.77237,0.96507,0.72185,0.87937,75.296,70.64,20.063,0.424,20.483,20.019,0.206,20.213,19.745,0.465,20.207,19.721,0.193,19.897,56.048,46.673,1.01814,0.93447,0.90163,0.80934,67.908,70.5,20.656,0.542,21.193,20.645,0.22,20.839,20.356,0.474,20.827,20.386,0.211,20.571,49.078,45.603
"2025-05-20 21:00:00",50,12.93,23.15,0.60686,0.88183,0.61659,0.80753,82.815,70.956,20.028,0.465,20.483,19.993,0.251,20.241,19.824,0.444,20.266,19.806,0.198,19.989,64.561,47.981,0.97513,0.86721,0.95777,0.75591,69.93,71.509,20.577,0.529,21.102,20.584,0.203,20.782,20.316,0.46,20.773,20.343,0.216,20.535,59.44,47.622
