"TOA5","CR300Series_421","CR300","27030","CR300-RF407.Std.10.03","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-05-20 17:30:00",46,13.01,25.05,0.52069,1.27941,0.52221,1.24621,57.896,56.459,20.278,0.472,20.719,19.92,0.28,20.182,19.052,0.685,19.717,18.919,0.197,19.104,59.019,48.096,1.34813,1.21913,1.32649,1.08715,58.108,62.44,20.498,0.584,21.064,20.513,0.155,20.66,19.801,0.608,20.4,19.7,0.205,19.877,53.716,42.73
"2025-05-20 18:00:00",47,13.02,23.32,0.63064,1.30955,0.61134,1.20455,64.305,54.385,19.25,0.387,19.622,19.246,0.21,19.444,18.983,0.577,19.535,18.964,0.173,19.113,63.681,43.279,1.36761,1.20157,1.31165,1.02959,61.051,63.374,20.198,0.542,20.728,20.217,0.146,20.352,19.795,0.56,20.347,19.711,0.2,19.877,52.138,42.408
"2025-05-20 18:30:00",48,13.02,22.38,0.68033,1.38629,0.67824,1.27995,73.481,55.822,19.438,0.467,19.902,19.391,0.237,19.626,19.045,0.615,19.637,19.018,0.171,19.166,67.864,42.969,1.38807,1.30216,1.35363,1.11395,59.114,61.94,20.06,0.573,20.617,20.096,0.148,20.235,19.707,0.591,20.288,19.633,0.194,19.791,51.706,42.98
"2025-05-20 19:00:00",49,13.02,21.48,0.57641,1.33197,0.5691,1.24547,80.36,54.96,19.658,0.424,20.078,19.568,0.24,19.804,19.149,0.615,19.74,19.099,0.177,19.255,60.764,43.851,1.26487,1.25275,1.25957,1.09357,61.242,63.816,20.031,0.592,20.612,20.065,0.168,20.229,19.648,0.597,20.236,19.571,0.2,19.739,57.1,42.599
"2025-05-20 19:30:00",50,13.02,22.17,0.58162,1.31167,0.5775,1.23259,73.933,57.021,19.819,0.522,20.336,19.72,0.293,20.009,19.328,0.614,19.922,19.285,0.179,19.445,75.557,44.416,1.30462,1.25275,1.28611,1.09186,59.665,63.243,20.073,0.579,20.637,20.092,0.16,20.245,19.709,0.59,20.29,19.623,0.198,19.789,54.518,43.282
"2025-05-20 20:00:00",51,13.02,22.08,0.64998,1.31832,0.65283,1.23237,82.183,53.783,20.398,0.413,20.806,20.212,0.215,20.425,19.657,0.607,20.24,19.557,0.177,19.713,62.585,44.671,1.33538,1.20861,1.29867,1.05343,60.554,63.128,20.188,0.568,20.743,20.212,0.155,20.358,19.78,0.585,20.356,19.693,0.204,19.865,52.894,43.415
"2025-05-20 20:30:00",52,13.02,21.88,0.49679,1.26381,0.50076,1.20018,69.323,56.402,20.391,0.429,20.815,20.161,0.26,20.419,19.706,0.611,20.297,19.649,0.184,19.816,66.952,45.791,1.25275,1.17689,1.23365,1.02855,61.43,62.497,20.121,0.57,20.681,20.148,0.166,20.308,19.778,0.579,20.349,19.694,0.207,19.87,55.028,43.791
"2025-05-20 21:00:00",53,13.02,21.68,0.57054,1.22452,0.56938,1.15381,73.25,56.337,20.104,0.463,20.564,20.051,0.262,20.311,19.716,0.577,20.274,19.693,0.182,19.857,70.879,46.476,1.21965,1.08579,1.18933,0.95045,63.752,64.065,20.08,0.542,20.615,20.108,0.165,20.266,19.78,0.551,20.325,19.698,0.213,19.882,54.336,45.109
