"TOA5","CR300Series_423","CR300","27025","CR300-RF407.Std.10.03","CPU:sapflux_3sensor_CR300_30min.cr300","39968","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI","S2_AlpOut","S2_AlpInn","S2_BetOut","S2_BetInn","S2_tMxTout","S2_tMxTinn","S2_TpDsOut","S2_dTDsOut","S2_TsDsOut","S2_TpUsOut","S2_dTUsOut","S2_TsUsOut","S2_TpDsInn","S2_dTDsInn","S2_TsDsInn","S2_TpUsInn","S2_dTUsInn","S2_TsUsInn","S2_tMxTUsO","S2_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-07-29 19:30:00",3376,13.22,33.71,-0.03169,0.13691,-0.01503,0.13209,94.652,71.606,30.636,0.265,30.885,30.663,0.269,30.92,30.702,0.299,30.999,30.695,0.262,30.954,88.067,60.797,0.00737,0.16066,0.02528,0.15121,83.482,66.981,30.716,0.28,30.987,30.692,0.273,30.961,30.67,0.285,30.953,30.686,0.245,30.927,76.831,61.585,-99,-99,3.92706,5.00979,30.744,34.866,29.567,2.741,31.051,29.461,0.054,29.426,29.4,2.398,31.061,29.323,0.016,29.265,103.437,20.784
"2025-07-29 20:00:00",3377,13.18,31.78,-0.11351,0.08796,-0.11591,0.0835,73.701,71.031,30.158,0.236,30.391,30.245,0.265,30.506,30.374,0.287,30.659,30.388,0.264,30.649,75.564,61.466,0,0.12369,0.01534,0.11867,81.146,65.903,30.2,0.263,30.456,30.146,0.259,30.402,30.312,0.277,30.587,30.312,0.246,30.555,75.502,63.268,0.47272,0.5561,0.52128,0.52826,56.253,45.405,28.486,0.32,28.778,28.5,0.19,28.682,28.317,0.424,28.671,28.308,0.25,28.511,45.214,43.501
"2025-07-29 20:30:00",3378,13.17,30.64,0.01011,0.08262,0.01625,0.08547,85.801,72.448,29.644,0.31,29.942,29.736,0.305,30.031,29.983,0.293,30.273,30.013,0.269,30.28,87.167,64.376,-0.03317,0.10412,-0.01437,0.0993,84.159,64.148,29.675,0.277,29.942,29.616,0.281,29.892,29.92,0.275,30.193,29.915,0.249,30.161,79.266,63.02,4.13355,4.97466,3.89966,4.6205,18.628,21.735,27.666,3.062,28.914,27.629,0.062,27.649,27.514,2.234,28.961,27.477,0.022,27.487,109.846,109.909
"2025-07-29 21:00:00",3379,13.17,29.71,-0.01029,0.06448,-0.00665,0.06404,84.25,69.904,29.344,0.301,29.635,29.414,0.303,29.708,29.68,0.29,29.968,29.707,0.272,29.977,83.629,63.57,-0.02965,0.09636,-0.01807,0.09166,84.083,63.574,29.254,0.275,29.52,29.187,0.28,29.461,29.56,0.274,29.832,29.551,0.25,29.798,78.188,64.954,-99,-99,3.52922,3.09341,51.565,51.629,27.136,1.739,28.591,27.131,0.051,27.037,26.995,1.698,28.523,26.971,0.077,26.921,17.68,27.386
"2025-07-29 21:30:00",3380,13.16,28.95,-0.06279,0.05202,-0.02225,0.04785,92.5,70.206,28.853,0.267,29.1,28.979,0.273,29.242,29.33,0.278,29.606,29.374,0.265,29.636,85.42,63.624,-0.04827,0.08159,-0.03259,0.08466,84.918,65.66,28.82,0.272,29.083,28.736,0.281,29.012,29.197,0.271,29.465,29.182,0.249,29.429,80.026,64.783,4.89127,5.45531,3.91864,3.8937,49.523,49.84,26.679,1.661,27.744,26.666,0.033,26.674,26.561,1.571,27.731,26.534,0.032,26.539,107.517,45.402
"2025-07-29 22:00:00",3381,13.15,28.39,-0.01737,0.04634,-0.01355,0.04602,76.793,73.128,28.634,0.294,28.919,28.728,0.298,29.018,29.051,0.289,29.338,29.097,0.276,29.371,77.91,64.808,-0.05445,0.07214,-0.04227,0.07156,87.658,62.886,28.528,0.278,28.796,28.464,0.29,28.747,28.894,0.275,29.167,28.885,0.256,29.139,82.013,65.018,3.08377,3.51802,2.73623,3.15699,38.623,39.194,26.354,1.512,27.315,26.309,0.098,26.353,26.238,1.41,27.317,26.192,0.06,26.224,95.862,35.26
"2025-07-29 22:30:00",3382,13.15,27.98,-0.05579,0.03596,-0.05047,0.03204,88.709,73.122,28.21,0.29,28.489,28.331,0.305,28.626,28.732,0.285,29.015,28.786,0.276,29.059,86.101,65.3,-0.05949,0.06104,-0.04339,0.0606,84.722,63.711,28.213,0.271,28.474,28.137,0.283,28.414,28.609,0.272,28.879,28.595,0.256,28.849,80.834,65.843,2.91985,3.20197,3.08801,3.22973,23.584,26.441,26.039,1.645,27.003,26.013,0.075,26.065,25.92,1.39,26.977,25.884,0.055,25.927,106.973,57.791
"2025-07-29 23:00:00",3383,13.14,27.48,-0.11127,0.02514,-0.11521,0.02492,79.889,70.513,28.149,0.262,28.404,28.241,0.294,28.526,28.566,0.284,28.848,28.614,0.277,28.889,83.489,65.67,-0.06599,0.06503,-0.05333,0.06428,86.405,66.398,27.974,0.274,28.238,27.898,0.289,28.18,28.364,0.273,28.634,28.354,0.256,28.607,81.513,66.273,2.35796,2.54098,2.21338,2.56394,58.477,58.794,25.822,0.997,26.583,25.834,0.109,25.906,25.712,1,26.537,25.702,0.077,25.767,86.016,81.764
"2025-07-29 23:30:00",3384,13.13,27.22,-0.02763,0.02543,-0.01997,0.02523,99.689,71.19,27.792,0.298,28.078,27.87,0.304,28.164,28.317,0.281,28.596,28.361,0.274,28.633,92.362,66.844,-0.07083,0.06128,-0.05801,0.06448,85.905,64.893,27.748,0.268,28.007,27.69,0.284,27.968,28.137,0.272,28.406,28.132,0.255,28.385,80.51,65.77,2.89383,3.33513,2.98691,3.29923,13.811,41.039,25.446,1.467,26.313,25.393,0.074,25.441,25.367,1.463,26.406,25.313,0.054,25.35,93.137,60.966
"2025-07-30 00:00:00",3385,13.13,26.72,-0.07871,0.01783,-0.08931,0.0177,82.988,73.365,27.612,0.289,27.893,27.692,0.316,27.996,28.08,0.285,28.363,28.127,0.28,28.405,87.335,66.039,-0.06223,0.06128,-0.04967,0.0606,88.027,64.763,27.463,0.275,27.728,27.389,0.289,27.671,27.874,0.272,28.143,27.864,0.256,28.117,81.131,65.892,1.75844,2.01743,2.27104,2.08544,26.629,28.976,25.282,1.405,25.961,25.286,0.145,25.403,25.196,1.167,25.993,25.184,0.145,25.29,52.392,51.44
"2025-07-30 00:30:00",3386,13.12,26.44,-0.03965,0.02486,-0.04773,0.02469,81.875,71.753,27.467,0.307,27.764,27.543,0.322,27.852,27.914,0.287,28.199,27.963,0.28,28.241,88.705,67.408,-0.06827,0.05668,-0.05201,0.05626,89.674,65.899,27.335,0.281,27.604,27.275,0.296,27.563,27.688,0.274,27.96,27.683,0.259,27.94,86.287,67.53,0.3677,0.34831,0.12532,0.25524,85.259,59.688,25.108,0.331,25.42,25.233,0.292,25.449,24.994,0.364,25.351,25.084,0.282,25.336,98.842,98.143
"2025-07-30 01:00:00",3387,13.12,26.27,-0.07023,0.01783,-0.07515,0.0177,84.089,74.468,27.359,0.282,27.634,27.439,0.304,27.734,27.77,0.285,28.053,27.818,0.28,28.096,83.221,68.137,-0.07409,0.04913,-0.05467,0.04878,88.977,65.202,27.152,0.285,27.425,27.091,0.301,27.385,27.516,0.273,27.787,27.511,0.26,27.769,81.324,65.328,1.84165,2.06473,2.6938,2.48354,24.727,35.198,24.988,2.026,25.707,25.026,0.137,25.14,24.87,1.51,25.682,24.887,0.126,24.99,98.972,46.999
"2025-07-30 01:30:00",3388,13.11,26.04,-0.02031,0.01772,-0.01965,0.01762,85.958,73.85,27.132,0.303,27.425,27.222,0.309,27.521,27.569,0.286,27.853,27.621,0.281,27.9,83.847,67.023,-0.06577,0.05301,-0.04947,0.05261,87.663,64.894,26.958,0.276,27.223,26.897,0.29,27.18,27.317,0.273,27.588,27.314,0.259,27.571,84.275,66.776,2.21132,2.51069,2.62022,2.6378,23.206,23.777,24.764,2.157,25.905,24.668,0.157,24.793,24.671,1.594,25.927,24.579,0.114,24.681,98.221,70.614
"2025-07-30 02:00:00",3389,13.11,25.68,-0.01731,0.02124,-0.00997,0.02469,86.59,72.991,26.963,0.3,27.25,27.053,0.303,27.345,27.396,0.287,27.681,27.449,0.28,27.728,84.727,68.894,-0.06673,0.04952,-0.05389,0.05282,87.81,66.544,26.746,0.271,27.007,26.681,0.286,26.96,27.118,0.272,27.387,27.114,0.258,27.37,81.16,65.665,3.18169,4.41819,3.24101,3.95351,32.471,42.436,24.589,2.556,25.962,24.537,0.1,24.594,24.506,2.241,25.999,24.454,0.043,24.472,109.761,83.936
"2025-07-30 02:30:00",3390,13.1,25.5,-0.06811,0.01772,-0.06561,0.01762,88.746,74.156,26.77,0.295,27.054,26.855,0.315,27.159,27.215,0.286,27.499,27.269,0.281,27.548,87.876,69.066,-0.06149,0.04935,-0.04575,0.04892,87.049,65.281,26.538,0.278,26.806,26.476,0.291,26.761,26.916,0.272,27.186,26.913,0.259,27.17,82.155,67.163,1.19031,1.42024,1.36275,1.46306,86.745,86.808,24.502,0.715,25.084,24.453,0.183,24.63,24.409,0.717,25.038,24.365,0.166,24.517,61.734,44.785
"2025-07-30 03:00:00",3391,13.1,25.41,-0.04585,0.01452,-0.04057,0.0144,88.023,72.191,26.467,0.29,26.744,26.607,0.302,26.897,27.013,0.279,27.29,27.077,0.275,27.35,85.912,67.348,-0.07599,0.04952,-0.06299,0.04913,87.934,63.406,26.369,0.277,26.635,26.297,0.295,26.584,26.739,0.271,27.008,26.736,0.258,26.992,84.044,65.54,2.47618,2.81937,2.30842,2.72344,12.419,37.62,24.435,1.378,25.351,24.434,0.137,24.511,24.335,1.31,25.341,24.312,0.086,24.372,99.628,96.645
"2025-07-30 03:30:00",3392,13.1,25.19,-0.01659,0.01402,-0.01583,0.01389,88.011,74.416,26.585,0.314,26.885,26.668,0.319,26.973,26.955,0.289,27.242,27.006,0.285,27.289,90.868,67.586,-0.05821,0.0486,-0.04585,0.0482,85.531,65.775,26.4,0.277,26.667,26.356,0.29,26.639,26.666,0.276,26.94,26.673,0.263,26.934,82.646,68.659,2.60502,2.65916,2.5314,2.2943,44.726,50.121,24.508,1.76,25.78,24.452,0.14,24.546,24.39,1.567,25.747,24.323,0.158,24.418,24.035,33.493
"2025-07-30 04:00:00",3393,13.09,25.07,-0.05697,0.01072,-0.05569,0.01416,75.967,74.042,26.422,0.297,26.712,26.493,0.314,26.8,26.841,0.284,27.122,26.887,0.28,27.165,77.58,66.717,-0.06223,0.0458,-0.04627,0.04913,89.105,64.58,26.225,0.275,26.49,26.183,0.288,26.465,26.535,0.271,26.803,26.543,0.258,26.799,80.198,67.214,2.4147,2.93185,2.87221,3.16995,39.196,45.353,24.236,2.351,25.612,24.152,0.133,24.275,24.148,2.095,25.649,24.072,0.088,24.152,68.264,75.945
"2025-07-30 04:30:00",3394,13.09,25.02,-0.04575,0.0144,-0.04751,0.01433,80.49,72.855,26.288,0.288,26.566,26.379,0.302,26.67,26.708,0.281,26.987,26.758,0.277,27.033,82.351,69.255,-0.07921,0.04562,-0.06613,0.04892,85.961,65.956,26.078,0.278,26.345,26.035,0.297,26.324,26.381,0.272,26.65,26.388,0.259,26.645,84.582,68.088,4.66816,4.28257,3.14689,3.17082,45.923,46.495,24.215,2.024,25.706,24.167,0.087,24.181,24.12,1.787,25.641,24.068,0.075,24.089,109.767,36.724
"2025-07-30 05:00:00",3395,13.09,24.94,-0.05239,0.01072,-0.03989,0.01772,92.861,75.287,26.146,0.295,26.425,26.243,0.307,26.537,26.559,0.284,26.84,26.612,0.279,26.89,88.514,67.464,-0.06855,0.04935,-0.05563,0.04892,88.735,64.461,25.923,0.28,26.191,25.875,0.296,26.162,26.225,0.272,26.495,26.232,0.259,26.489,85.599,68.35,2.17122,2.21344,2.68516,2.49039,33.429,34.761,24.089,2.595,25.115,24.058,0.177,24.175,23.977,2.015,25.093,23.931,0.167,24.053,12.482,16.608
"2025-07-30 05:30:00",3396,13.09,24.7,-0.08321,0.01074,-0.09529,0.01422,79.198,71.809,26.054,0.27,26.319,26.144,0.297,26.432,26.445,0.283,26.725,26.496,0.279,26.773,83.544,67.96,-0.05911,0.05324,-0.04307,0.05282,87.674,67.161,25.803,0.273,26.066,25.75,0.285,26.029,26.095,0.272,26.365,26.102,0.258,26.358,80.523,66.284,1.26292,1.44333,1.86895,1.73695,22.956,26.318,23.996,1.413,24.689,23.979,0.218,24.175,23.892,1.136,24.667,23.86,0.2,24.043,81.733,82.05
"2025-07-30 06:00:00",3397,13.08,24.8,-0.02955,0.02148,-0.02481,0.02486,88.568,73.979,25.968,0.279,26.235,26.055,0.286,26.33,26.333,0.285,26.615,26.384,0.278,26.66,90.431,66.654,-0.06951,0.05345,-0.05679,0.05301,86.342,65.08,25.647,0.274,25.911,25.596,0.29,25.879,25.949,0.271,26.218,25.956,0.257,26.211,81.953,66.963,1.93402,2.4794,2.17539,2.4458,32.336,37.729,23.747,2.263,24.916,23.617,0.257,23.786,23.66,1.858,24.937,23.552,0.161,23.659,109.116,94.963
"2025-07-30 06:30:00",3398,13.08,24.63,-0.05543,0.02492,-0.05317,0.02824,83.466,75.088,25.831,0.293,26.112,25.924,0.309,26.221,26.196,0.287,26.48,26.246,0.279,26.523,87.068,68.755,-0.06455,0.05649,-0.04829,0.05606,89.16,66.644,25.544,0.283,25.814,25.497,0.297,25.785,25.81,0.275,26.083,25.819,0.26,26.077,86.777,69.028,0.71505,0.73063,0.69469,0.73177,57.291,58.116,24.018,0.645,24.617,24.037,0.322,24.33,23.927,0.686,24.579,23.918,0.33,24.232,84.583,82.87
"2025-07-30 07:00:00",3399,13.08,24.49,-0.02279,0.0625,-0.01865,0.0654,88.933,76.331,25.954,0.319,26.258,26.025,0.325,26.336,26.192,0.3,26.489,26.234,0.281,26.513,91.044,68.012,-0.06251,0.05924,-0.03989,0.05881,93.63,68.351,25.655,0.295,25.934,25.64,0.307,25.937,25.804,0.28,26.082,25.824,0.264,26.086,86.73,67.723,1.90439,1.91947,2.10436,1.96189,35.077,51.385,24.678,1.46,25.786,24.667,0.178,24.832,24.597,1.323,25.79,24.574,0.186,24.749,84.451,46.942
