"TOA5","CR200Series_302","CR2xx","","v05","Sapflux2sensor.","63887","Status"
"TIMESTAMP","RECORD","OSversion","OSDate","ProgName","ProgSig","CalOffset","PakBusAddress","RfInstalled","RfNetAddr","RfAddress","RfHopSeq","RfPwrMode","Rf_ForceOn","Rf_Protocol","RfSignalLevel","RfRxPakBusCnt","VarOutOfBounds","SkipScan","TrapCode","WatchDogCnt","ResetTables","BattVoltage"
"TS","RN","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"2025-08-27 18:51:51",0,"v05","010306","Sapflux2sensor.",63887,3.125,302,46147,0,0,0,"RF1_Sec",0,2,0,0,0,0,0,0,0,12.46483
"2025-08-27 18:54:52",0,"v05","010306","sapflux_2senso.",43664,3.375,302,46147,0,0,0,"RF1_Sec",0,2,0,0,0,0,0,0,0,12.43125
